order_id,account_id,bank_to,account_to,category,amount
33136,2526,EF,82399522,household,396.4
32565,2157,EF,96798324,household,909.4
33790,2966,EF,86442154,household,456
34106,3173,EF,9030479,household,218.9
43574,9560,EF,53716289,household,723.4
32106,1844,EF,32871842,household,216.1
33660,2874,EF,91025083,household,206.6
30276,597,EF,43030637,household,613.5
30513,764,EF,41232329,household,236
31766,1605,EF,28789526,household,335.3
32677,2232,EF,97103237,household,491.6
33086,2493,EF,91739165,household,537.5
40382,7437,EF,2692229,household,690.1
29435,26,EF,12891853,household,1038.7
29833,287,EF,36382317,household,157.2
30075,446,EF,81248056,household,694.1
31211,1241,EF,97685855,household,136.8
32951,2410,EF,6188935,household,341
33782,2958,EF,63280850,household,326.1
33983,3092,EF,57711619,household,231.1
30477,735,EF,74098461,household,138.9
32512,2123,EF,18685001,household,214.1
32516,2127,EF,24088090,household,199.5
35146,3896,EF,45272469,household,260.2
29419,13,EF,35443323,household,244.4
30391,674,EF,63081496,household,205.8
30764,928,EF,72199558,household,456.1
31025,1114,EF,41164273,household,335
31336,1320,EF,72762423,household,437.7
31481,1406,EF,24323117,household,230.2
32645,2205,EF,4889071,household,304.2
33214,2578,EF,27696168,household,284.6
33647,2866,EF,53555941,household,571.1
42976,9159,EF,35698783,household,686.9
29829,284,EF,34219330,household,562.9
30146,491,EF,26434993,household,909
30221,548,EF,87448715,household,128.5
31797,1635,EF,72468793,household,568.3
31981,1765,EF,89295994,household,201.1
33097,2499,EF,26827723,household,11.2
30214,543,EF,10095620,household,64.7
31819,1645,EF,64568751,household,907.8
31829,1653,EF,37755870,household,465.6
32326,2002,EF,59535497,household,368.8
34439,3406,EF,9910709,household,282
34700,3601,EF,22016549,household,179.4
37012,5164,EF,54096066,household,426.1
37707,5593,EF,48020237,household,604.9
44356,10093,EF,14110547,household,276.2
29793,259,EF,8156723,household,285.7
29928,357,EF,3304052,household,178.8
30220,547,EF,48055100,household,227.3
32242,1943,EF,34419673,household,306
32970,2422,EF,17186141,household,280.9
30361,659,EF,43700408,household,183.3
33053,2477,EF,3161973,household,309.6
35127,3881,EF,91738003,household,131.9
40566,7546,EF,8914953,household,386.1
29422,17,EF,15076423,household,403.2
30706,887,EF,94832020,household,300.9
31251,1262,EF,16308558,household,282.1
34319,3318,EF,97567843,household,66.7
38695,6265,EF,11553663,household,727.4
29728,214,EF,26426023,household,209.7
30140,485,EF,89687889,household,742.1
30434,702,EF,53787499,household,281.3
31778,1618,EF,1680028,household,226.5
31949,1743,EF,61555409,household,227.9
32007,1782,EF,99716561,household,323.1
32486,2105,EF,57194727,household,154.6
33998,3097,EF,18871748,household,40.3
34011,3107,EF,71699601,household,264.2
34611,3533,EF,91321044,household,212.7
31604,1493,EF,95543610,household,226.4
34681,3584,EF,46564525,household,1207.8
29847,293,EF,34143477,ins_paymt,136.6
31535,1445,EF,22041118,ins_paymt,107.5
29472,47,EF,83359431,ins_paymt,14.1
35004,3799,EF,71719521,ins_paymt,13.6
31313,1306,EF,58231496,ins_paymt,188.8
31708,1567,EF,34027445,ins_paymt,345.5
29557,96,EF,49409562,ins_paymt,4.6
29768,241,EF,14364838,ins_paymt,61
30922,1037,EF,22177893,ins_paymt,115.7
31326,1316,EF,61034697,ins_paymt,23.3
34772,3636,EF,19441080,ins_paymt,474.4
33698,2906,EF,13827365,ins_paymt,34.1
30874,1006,EF,76910799,ins_paymt,6
31928,1726,EF,89946835,ins_paymt,7.4
30755,922,EF,77783399,ins_paymt,165.2
33386,2697,EF,3080630,ins_paymt,62.9
33847,2998,EF,11165088,ins_paymt,0.3
38891,6400,EF,79846286,ins_paymt,739.6
32380,2035,EF,38668644,ins_paymt,12.1
37424,5422,EF,40573519,ins_paymt,143.5
33167,2544,EF,9338546,ins_paymt,3.3
34177,3222,EF,51901710,ins_paymt,59
32869,2352,EF,61734002,ins_paymt,0.4
34875,3714,EF,64223658,ins_paymt,7.7
31247,1259,EF,47106474,ins_paymt,46.4
33292,2642,EF,64703529,ins_paymt,253.6
32640,2201,EF,16468906,ins_paymt,34.8
31152,1200,EF,13788360,ins_paymt,315.6
31396,1352,EF,54978299,ins_paymt,37
33251,2607,EF,72089344,ins_paymt,88.2
44358,10093,EF,80783962,ins_paymt,708.2
35242,3963,EF,42651188,ins_paymt,7
33658,2873,EF,4028761,ins_paymt,76.1
31335,1319,EF,91518568,ins_paymt,136.2
38957,6453,EF,98467659,ins_paymt,54.1
34867,3709,EF,39317482,ins_paymt,25.5
32818,2322,EF,97367155,ins_paymt,101.9
33099,2499,EF,12857330,ins_paymt,185.8
34943,3757,EF,59959924,ins_paymt,80.3
30983,1086,EF,44293308,ins_paymt,8.6
34956,3765,EF,11630344,ins_paymt,69.1
36801,5033,EF,12796581,ins_paymt,219.6
32622,2190,EF,37804508,ins_paymt,278.2
33996,3096,EF,74155062,ins_paymt,0.8
35028,3813,EF,20648479,ins_paymt,33.3
29939,362,EF,62852764,ins_paymt,6.8
29572,102,EF,24946403,loan_payt,737.02
37782,5650,EF,10689866,loan_payt,410.83000000000004
45826,11042,EF,86233681,loan_payt,603.18000000000006
30066,442,EF,55799275,loan_payt,745.5
30977,1083,EF,96308820,loan_payt,141.6
35878,4414,EF,88424551,loan_payt,405.1
42009,8492,EF,88451617,loan_payt,143.1
37716,5602,EF,42234236,loan_payt,369.78000000000003
40846,7733,EF,37232846,loan_payt,583.6
35883,4415,EF,42558240,loan_payt,617
44634,10280,EF,13051045,loan_payt,580.23
35159,3906,EF,96055197,loan_payt,557.73
32498,2116,EF,68418848,loan_payt,769.98
35173,3916,EF,91283201,loan_payt,269.37
39015,6495,EF,70085698,loan_payt,874.7
35671,4260,EF,42941677,loan_payt,407.55
38198,5952,EF,22068012,loan_payt,588.53
43708,9656,EF,27695667,loan_payt,581.35
39308,6688,EF,9123272,loan_payt,63.8
44009,9859,EF,18163144,loan_payt,501.05
33268,2622,EF,66704517,loan_payt,568.1
34587,3501,EF,31481027,loan_payt,730.4
34825,3674,EF,94948046,loan_payt,196.87
43692,9645,EF,71165287,loan_payt,489.3
39032,6510,EF,50882208,loan_payt,320.78000000000003
41131,7907,EF,4643744,loan_payt,811.62
40597,7565,EF,61455482,loan_payt,319.78000000000003
43361,9424,EF,1838881,loan_payt,232.26999999999998
32052,1811,EF,84066038,loan_payt,399.08000000000004
32145,1876,EF,57234233,loan_payt,871
41454,8114,EF,93537979,loan_payt,165.5
43182,9307,EF,53406888,loan_payt,349.15
34507,3455,EF,29934013,loan_payt,562.25
38500,6138,EF,68264150,loan_payt,281.73
30217,544,EF,24082440,loan_payt,379.82
32431,2064,EF,1838881,loan_payt,232.26999999999998
31649,1527,EF,27702808,loan_payt,455.71999999999997
44910,10445,EF,399,loan_payt,195.1
33485,2762,EF,73534762,loan_payt,464.1
45455,10807,EF,29934013,loan_payt,562.25
32012,1787,EF,8468449,loan_payt,803.31999999999994
33655,2872,EF,76374816,loan_payt,447.2
38118,5891,EF,95617645,loan_payt,543.23
36413,4774,EF,85673802,loan_payt,968.9
43501,9510,EF,56462389,loan_payt,634.1
46328,11359,EF,37834555,loan_payt,450.23
36802,5033,EF,25932383,loan_payt,95
41761,8330,EF,4814380,loan_payt,31.9
44412,10134,EF,12704295,loan_payt,568.18000000000006
44611,10266,EF,72682583,loan_payt,315.13
30882,1012,EF,56211417,loan_payt,409.08000000000004
45433,10788,EF,82111698,loan_payt,381.37
30849,995,GH,80483859, ,14.3
32288,1975,GH,22193175, ,148
33132,2523,GH,1038826, ,7.3
34861,3703,GH,25207352, ,19.2
32868,2352,GH,79024326, ,3.4
39179,6609,GH,27650201, ,162.4
31823,1647,GH,78795104, ,119.9
34160,3213,GH,67793083, ,56.2
43467,9491,GH,42563897, ,224.5
31103,1168,GH,54825097, ,183.8
41533,8169,GH,17758477, ,357.5
31609,1496,GH,36367225, ,16.1
32407,2052,GH,20415777, ,7.2
34582,3498,GH,43527126, ,234.7
33596,2831,GH,48501449, ,41.4
34288,3296,GH,2751821, ,924.8
30122,477,GH,40855217, ,25.4
32533,2139,GH,92438989, ,473.7
32799,2313,GH,52766847, ,134.1
34021,3113,GH,11477154, ,35.5
44773,10365,GH,19185972, ,639.5
30189,522,GH,18812161, ,493
33831,2990,GH,22984445, ,270.4
29632,148,GH,99004148, ,8.9
35096,3864,GH,67975002, ,596
32554,2151,GH,97779327, ,122.7
31229,1249,GH,65504103, ,39.2
30925,1038,GH,65748941, ,14.1
31831,1655,GH,90691631, ,382.7
35019,3808,GH,27884578, ,476.7
33036,2470,GH,17039579, ,210.5
33250,2607,GH,82425427, ,75.5
31739,1590,GH,23429125, ,12.7
43011,9188,GH,11309677, ,47.1
29926,355,GH,28271162, ,292.7
33600,2834,GH,82648515, ,190.7
34274,3289,GH,75018042, ,384.1
30888,1017,GH,13622379, ,47.7
32322,2000,GH,21546656, ,4.8
33051,2475,GH,16848689, ,382.9
33920,3051,GH,55203390, ,18.4
41001,7824,GH,44470602, ,152.5
33385,2697,GH,34090870, ,314.2
34233,3258,GH,98635321, ,21.3
30628,844,GH,24649799, ,1253.1
31633,1513,GH,65290647, ,68.9
32206,1915,GH,43997365, ,214.2
32400,2049,GH,14193714, ,103.7
33462,2745,GH,33104568, ,352.5
29715,207,GH,4786676, ,1
31031,1118,GH,4071104, ,138.8
44852,10411,GH,93566715, ,180.7
32122,1857,GH,97685545, ,27.9
34898,3735,GH,60675847, ,117.3
34986,3784,GH,35721373, ,336
30252,575,GH,62339043, ,532.9
31788,1625,GH,10578328, ,172.7
35202,3935,GH,11549193, ,590.8
30286,606,GH,57793295, ,107.1
34562,3485,GH,6110102, ,542.8
34592,3506,GH,59540486, ,408.4
35234,3955,GH,24978786, ,99.7
31346,1324,GH,7442152, ,68
44537,10215,GH,18670410, ,412.2
45437,10789,GH,94227504, ,93.3
29679,183,GH,85986530, ,75.2
31040,1124,GH,54822939, ,273.9
31524,1437,GH,27458155, ,2.9
31196,1227,GH,57943856, ,10.1
33135,2525,GH,99278032, ,292.9
30472,729,GH,95585292, ,11.4
29571,101,GH,26152324, ,85.5
35137,3889,GH,94921665, ,176.7
35474,4127,GH,77216887, ,22.1
34661,3567,GH,86320829, ,694.3
43685,9640,GH,37369465, ,408.7
32982,2429,GH,91816699, ,36.9
30002,395,GH,73209607, ,403.6
32282,1970,GH,16633075, ,191.6
32300,1981,GH,1563025, ,109.7
33684,2893,GH,98864054, ,75.1
30047,426,GH,34606760, ,88.6
30309,622,GH,23822355, ,1.1
30005,396,GH,26179212, ,6.8
33560,2813,GH,57591462, ,478.9
41453,8114,GH,65448498, ,49.4
30932,1044,GH,18615305, ,18.8
33404,2707,GH,63447183, ,254.6
33456,2743,GH,18241173, ,281.1
29569,100,GH,16341108, ,732.9
30890,1018,GH,98507838, ,102.8
45620,10915,GH,27411347, ,39
30328,635,GH,86240660, ,270.7
31136,1189,GH,59060120, ,34.4
34469,3423,GH,76289182, ,268.5
33166,2544,GH,94170903, ,55.6
29782,249,GH,99770348, ,187.6
31305,1299,GH,4791987, ,229.1
32668,2226,GH,53093177, ,804.2
33066,2483,GH,9561491, ,492.6
34386,3366,GH,24337905, ,160.8
34613,3534,GH,64108812, ,407.5
32316,1996,GH,14449996,leasing,239.56
35917,4434,GH,7346713,leasing,231.4
33277,2628,GH,64364433,leasing,309
35639,4237,GH,65168309,leasing,196.05
29501,66,GH,17993182,leasing,447.13
31872,1684,GH,35036838,leasing,212.3
32637,2200,GH,7693958,leasing,39.7
32327,2003,GH,82628261,leasing,212.7
33233,2594,GH,34011191,leasing,118.9
36851,5065,GH,31354725,leasing,154.13
35134,3885,GH,4249543,leasing,117.6
30163,503,GH,41920358,leasing,174.6
30009,399,GH,54855972,leasing,309.05
32844,2338,GH,76516425,leasing,120.78
34249,3269,GH,47857588,leasing,195.13
34767,3634,GH,31865799,leasing,485.11
35102,3869,GH,43038785,leasing,124.85
34226,3253,GH,16544443,leasing,195.13
35926,4442,GH,64758652,leasing,150.2
32398,2048,GH,58051741,leasing,101.7
31500,1416,GH,1996410,leasing,368.8
35153,3901,GH,92254411,leasing,93.2
30927,1040,GH,15813100,household,700.8
31146,1196,GH,66254877,household,1244.5
31492,1413,GH,68355953,household,201.6
32354,2019,GH,2328062,household,142.2
33258,2613,GH,49477297,household,215.4
34637,3552,GH,97242187,household,669.4
30128,481,GH,50636059,household,6.4
34197,3236,GH,61162030,household,35
34712,3609,GH,7829064,household,212.8
29649,162,GH,1325488,household,345.8
30613,833,GH,3151357,household,346.2
31215,1242,GH,12355560,household,491
32501,2117,GH,72168028,household,778.6
33532,2791,GH,13939756,household,321.5
33885,3030,GH,12182104,household,29.3
34332,3329,GH,58081787,household,924.9
33402,2705,GH,33252960,household,1072.3
34244,3266,GH,81213712,household,152.8
30394,676,GH,72221982,household,301.7
30501,754,GH,22047943,household,145.4
34588,3502,GH,40998464,household,525.8
35230,3952,GH,22428715,household,113.8
30087,454,GH,80305754,household,568.7
30114,473,GH,65049969,household,423.7
30225,550,GH,71731483,household,124.7
32987,2432,GH,70597290,household,255.4
33122,2514,GH,46998095,household,400.1
33635,2861,GH,70139986,household,261.3
35218,3946,GH,72052663,household,483.2
29745,227,GH,28972292,household,938.1
30076,447,GH,35721868,household,555.4
30270,589,GH,69257765,household,574.6
31412,1366,GH,26513684,household,477.3
32943,2403,GH,38700193,household,303.1
30479,736,GH,78246849,household,211.9
32057,1813,GH,39702093,household,81.2
32988,2433,GH,28003591,household,175.7
29467,44,GH,11344862,household,234.4
29590,113,GH,11191487,household,314.6
30183,518,GH,39075994,household,133.8
30455,720,GH,57822185,household,391.6
31300,1296,GH,57227110,household,160.7
35229,3952,GH,72330528,household,36.7
31767,1607,GH,89174168,household,995.8
35039,3828,GH,80965399,household,201
31721,1574,GH,16211796,household,239
32929,2391,GH,6469798,household,495.9
34856,3700,GH,41282796,household,523
35866,4408,GH,93220632,household,515.6
41381,8073,GH,14566856,household,69.5
29682,186,GH,83964973,household,686.2
30511,762,GH,26588875,household,389.5
35533,4171,GH,90027188,household,1433.6
41654,8261,GH,72995984,household,191.5
45211,10644,GH,87092184,household,1105.3
33640,2864,GH,51518619,household,89
34130,3193,GH,24848491,household,964.1
35025,3812,GH,23986679,household,212.5
30497,751,GH,74106764,household,236.3
30718,897,GH,76899188,household,291
32125,1860,GH,54349380,household,217
34258,3275,GH,91385793,household,12
35017,3807,GH,5179399,household,482.8
29772,243,GH,73269855,household,306.7
31991,1771,GH,38500511,household,305.2
32453,2078,GH,3833902,household,359.8
32674,2230,GH,49185484,household,261.2
33745,2936,GH,70934575,household,424.7
33863,3011,GH,88863443,household,204.2
34194,3233,GH,33019089,household,904.4
34796,3652,GH,31254297,household,300.5
35036,3822,GH,32954842,household,1165.7
38199,5952,GH,68812089,household,302.8
31964,1756,GH,88401656,household,630.7
34497,3442,GH,78622638,household,223
30782,941,GH,16961235,household,387.1
31255,1267,GH,53632640,household,227.1
29627,145,GH,81546359,household,481.5
31135,1189,GH,69967859,household,194.4
31858,1675,GH,17588830,household,212.5
31969,1760,GH,58458250,household,145.8
30728,903,GH,40163380,household,258
31123,1178,GH,17762130,household,563.9
33812,2980,GH,92280965,household,331.6
34770,3636,GH,45862406,household,4
37700,5591,GH,38603085,household,32.3
30051,431,GH,65853184,household,648.2
30636,851,GH,75825410,household,325.4
30809,966,GH,93294161,household,212.9
31034,1120,GH,5904931,household,150.8
31615,1500,GH,4727745,household,411.9
33541,2799,GH,12735343,household,104.3
29409,5,GH,37390208,household,266.8
32643,2203,GH,10702485,household,232
33580,2823,GH,22294932,household,221
30304,621,GH,21300334,household,36.6
30638,852,GH,3289789,household,6.9
31510,1426,GH,15124905,household,268.1
32666,2225,GH,42774206,household,194.6
33091,2496,GH,76618009,household,498.2
33110,2508,GH,89408212,household,219.3
33378,2692,GH,59398072,household,338.6
31479,1405,GH,27032226,household,222.9
31945,1739,GH,76534843,household,997.9
32093,1835,GH,45864230,household,593.8
32097,1837,GH,47965639,household,638.7
34853,3697,GH,99985640,household,30
35108,3872,GH,39719027,household,169.1
40705,7637,GH,40997958,household,939.7
43249,9353,GH,35453134,household,1024
31744,1592,GH,84782951,household,161.3
33200,2564,GH,96319454,household,808.6
34218,3248,GH,9478331,household,46.6
34222,3251,GH,12013626,household,202.1
35038,3826,GH,788856,household,451.8
29992,392,GH,99824958,household,140.7
30579,809,GH,26098048,household,829.8
31441,1383,GH,38012504,household,217.3
31787,1625,GH,44850212,household,18.5
30017,404,GH,68393963,household,156.3
32129,1863,GH,79569941,household,337.1
34168,3217,GH,66272967,household,819.6
34407,3384,GH,22978300,household,293.5
34422,3394,GH,46189069,household,19.1
40084,7184,GH,64944064,household,343.4
29735,219,GH,77167427,household,233.6
30177,512,GH,88834064,household,944.9
31207,1235,GH,56642502,household,104.9
31394,1352,GH,58356165,household,297.6
31588,1484,GH,82517391,household,234.6
32212,1920,GH,77530604,household,357
33248,2606,GH,97712260,household,244.3
34041,3129,GH,18722367,household,270.7
35271,3985,GH,17921477,household,200.7
30772,933,GH,91725241,household,258.4
32283,1971,GH,27420634,household,662.4
33073,2487,GH,18209791,household,182.8
34513,3462,GH,61501145,household,149.1
29446,34,GH,19993174,household,50.2
29903,335,GH,80065911,household,269.7
30321,631,GH,89184629,household,239.4
32382,2037,GH,62236136,household,76.2
32822,2325,GH,26319808,household,133.4
32994,2438,GH,26398313,household,581.7
34848,3693,GH,36411053,household,899.2
41066,7861,GH,21743178,household,840
30134,483,GH,70076584,household,194
34026,3118,GH,73266708,household,888.6
34666,3572,GH,82395380,household,296.4
34980,3781,GH,78370004,household,770.1
30414,688,GH,38275259,household,250.9
30837,987,GH,1669747,household,352.8
31403,1358,GH,97084825,household,298
36928,5118,GH,99441033,household,309.5
30342,645,GH,25328028,household,1346.6
30475,732,GH,38898217,household,512.9
30808,965,GH,43064683,household,285.3
30933,1045,GH,61220621,household,173
31003,1098,GH,47811776,household,100.7
31773,1613,GH,46822315,household,362.8
35067,3846,GH,312638,household,201.6
29886,325,GH,69376104,household,274.1
29892,328,GH,3014916,household,114.5
31605,1493,GH,85806101,household,5.1
33752,2939,GH,76236229,household,288.2
35172,3915,GH,25808733,household,951
29876,318,GH,74740838,household,285.8
31082,1152,GH,77527123,household,218.6
34816,3667,GH,41246616,household,297.5
45801,11027,GH,23646575,household,379.9
30135,484,GH,19220835,household,165.2
30549,787,GH,43629378,household,439.5
30703,885,GH,90082960,household,87.2
32739,2271,GH,39753556,household,203.2
33619,2846,GH,17155772,household,245.7
34354,3348,GH,18148541,household,578.7
35140,3892,GH,29015290,household,223.8
29893,329,GH,73389369,household,79.2
33384,2697,GH,87258666,household,37.8
33691,2899,GH,887281,household,750.3
33876,3022,GH,24765986,household,317
33978,3090,GH,47624367,household,682.9
44322,10063,GH,12242025,household,9
30167,506,GH,21071094,household,301.1
31061,1137,GH,1497954,household,212.1
31075,1144,GH,64795172,household,225
32239,1940,GH,89983695,household,310.6
32378,2035,GH,67583274,household,840.4
34698,3599,GH,53911006,household,325.7
37783,5650,GH,29767215,household,1053
29731,216,GH,38205874,household,151.3
33981,3091,GH,49400448,household,492.2
42965,9153,GH,1709419,household,504.2
29644,159,GH,1882386,household,869.4
29647,161,GH,17877823,household,138.9
29794,260,GH,71713226,household,524.7
29871,313,GH,6982702,household,229.4
30143,487,GH,40831804,household,1068.4
30699,883,GH,72100633,household,619.5
34487,3436,GH,61714267,household,224.3
35139,3891,GH,80522375,household,317.2
29826,282,GH,6997305,household,753.1
30620,839,GH,73115485,household,425.4
31643,1521,GH,37432712,household,302.4
31754,1597,GH,13610762,household,237.6
34420,3392,GH,6041044,household,613.9
40598,7565,GH,98498379,household,664.9
46312,11349,GH,57291018,household,1088.6
30584,814,GH,1200831,household,159.8
31786,1624,GH,31993609,household,112
33164,2543,GH,60684478,household,214.5
33852,3004,GH,60290586,household,157.2
34128,3192,GH,66663372,household,127.2
34908,3743,GH,70616876,household,547.8
35252,3972,GH,4039895,household,701.2
31113,1174,GH,72342484,household,72
33307,2649,GH,28252244,household,579.9
34492,3440,GH,44665473,household,762.3
29685,189,GH,54808670,household,424.4
30589,817,GH,53805935,household,460.5
39463,6792,GH,65384101,household,352
29790,257,GH,22533124,household,1416.6
30612,832,GH,30598807,household,213.5
31202,1231,GH,5624753,household,348.5
33186,2552,GH,17411059,household,703.5
33390,2700,GH,2221990,household,522.1
34745,3624,GH,76964914,household,1195.3
43738,9673,GH,96695422,household,368.4
45436,10789,GH,34503346,household,1034
29883,323,GH,65761726,household,302.5
30502,754,GH,54826593,household,162.9
31761,1602,GH,6762600,household,203.3
33147,2532,GH,75780755,household,1213.3
34006,3103,GH,71421909,household,938.8
35768,4332,GH,21178984,household,788.5
31204,1233,GH,76341795,household,226
31537,1446,GH,83373719,household,487.7
33331,2661,GH,84294449,household,476.4
34480,3430,GH,59314578,household,242.6
37167,5263,GH,63990634,household,395
32202,1913,GH,53294521,household,261.3
34043,3131,GH,1389563,household,913.1
43466,9491,GH,6734550,household,470.4
29927,356,GH,75963014,household,418.8
32249,1948,GH,89471458,household,73.1
32251,1949,GH,62772446,household,688.8
32831,2331,GH,30773931,household,66.7
33972,3086,GH,59381639,household,502.2
30148,494,GH,24389368,household,872.8
30736,911,GH,17067635,household,960
30786,947,GH,67947453,household,154.6
32247,1946,GH,47834515,household,759.3
32902,2373,GH,19720453,household,237.7
33085,2492,GH,49046558,household,50.6
33711,2913,GH,18112695,household,248.1
33724,2923,GH,9396666,household,278.6
29619,137,GH,71138578,household,346.4
31800,1637,GH,10736680,household,256.9
31942,1737,GH,66021996,household,310.3
32203,1914,GH,33870774,household,128.9
29867,311,GH,47159934,ins_paymt,337.5
35097,3864,GH,15961814,ins_paymt,51.1
34248,3268,GH,1312548,ins_paymt,25.1
34636,3551,GH,22486317,ins_paymt,29
31923,1723,GH,36498862,ins_paymt,467.6
34734,3617,GH,6879449,ins_paymt,138.9
31371,1340,GH,64112800,ins_paymt,112
30175,510,GH,56986600,ins_paymt,104.3
33171,2545,GH,74550294,ins_paymt,71.3
31585,1482,GH,84175443,ins_paymt,33.5
33496,2767,GH,97537642,ins_paymt,127.5
29775,244,GH,7008588,ins_paymt,23.2
30517,767,GH,63160019,ins_paymt,10.9
33160,2541,GH,47231644,ins_paymt,189.7
34295,3302,GH,28717500,ins_paymt,5.7
33181,2550,GH,78013139,ins_paymt,6.7
30335,638,GH,45651602,ins_paymt,87.3
33145,2530,GH,66858243,ins_paymt,369.8
34321,3318,GH,73162799,ins_paymt,51.1
30137,484,GH,17417866,ins_paymt,10.8
32258,1951,GH,34857571,ins_paymt,244.1
33728,2926,GH,88491463,ins_paymt,86.8
35974,4476,GH,96384197,ins_paymt,310.3
30044,425,GH,30106497,ins_paymt,6.4
33975,3087,GH,32416212,ins_paymt,69.3
29530,81,GH,62443947,ins_paymt,22.9
33069,2484,GH,75644820,ins_paymt,59.9
34517,3463,GH,85014348,ins_paymt,255.2
33503,2770,GH,41737938,ins_paymt,49.4
38340,6040,GH,15017515,ins_paymt,501.5
32900,2372,GH,21510470,ins_paymt,10.7
34753,3628,GH,50009119,ins_paymt,134.3
29974,379,GH,42905002,ins_paymt,17.7
29986,385,GH,79315310,ins_paymt,12.1
32331,2005,GH,61473250,ins_paymt,20.9
32999,2440,GH,32329070,ins_paymt,123
29500,65,GH,7764506,ins_paymt,340.1
30543,784,GH,98420869,ins_paymt,10.9
33873,3017,GH,57924091,ins_paymt,117.3
34648,3558,GH,98339360,ins_paymt,323.1
29624,141,GH,86448645,ins_paymt,671.6
30374,666,GH,93173819,ins_paymt,95.5
31818,1644,GH,66140669,ins_paymt,1.7
34367,3354,GH,34654396,loan_payt,41.5
43058,9227,GH,92207109,loan_payt,319.3
32222,1928,GH,84353714,loan_payt,231.75
38829,6358,GH,31235045,loan_payt,563.28
33381,2694,GH,45261365,loan_payt,763.6
43009,9188,GH,22466057,loan_payt,211.83
43327,9403,GH,93069415,loan_payt,335.8
36947,5126,GH,96935939,loan_payt,42.4
30062,440,GH,78983664,loan_payt,175.6
34933,3754,GH,72773557,loan_payt,285.6
29744,226,GH,39824432,loan_payt,911.2
30961,1071,GH,21432626,loan_payt,421.95
36730,4981,GH,9506047,loan_payt,373.6
40658,7607,GH,90159475,loan_payt,132.2
37915,5742,GH,19201743,loan_payt,484.5
41316,8026,GH,42597097,loan_payt,356.3
38885,6397,GH,75494760,loan_payt,301.66999999999996
34406,3382,GH,87277590,loan_payt,397.58000000000004
42363,8742,GH,12393570,loan_payt,276.2
41517,8159,GH,50695323,loan_payt,124.1
38539,6157,GH,85308313,loan_payt,516.52
40758,7674,GH,13693094,loan_payt,393.73
44355,10093,GH,24015391,loan_payt,643.6
31238,1255,GH,13613921,loan_payt,459.8
34256,3273,GH,14236212,loan_payt,787.6
40883,7753,GH,62899923,loan_payt,215.38000000000002
36166,4616,GH,74167519,loan_payt,277.87
39352,6715,GH,85509657,loan_payt,229.82
42772,9024,GH,77119290,loan_payt,147.2
36754,4999,GH,95365690,loan_payt,458.85
40589,7559,GH,48709929,loan_payt,106.6
41168,7926,GH,19511139,loan_payt,350.5
38729,6289,GH,34028458,loan_payt,178.45
30535,777,GH,7662755,loan_payt,641.2
30779,938,GH,56959378,loan_payt,37.1
44850,10411,GH,82482695,loan_payt,514.2
44299,10049,GH,45261365,loan_payt,763.6
44578,10243,GH,33131796,loan_payt,315.13
45328,10711,GH,56366127,loan_payt,40.3
29667,176,GH,53236597,loan_payt,228.83
35899,4423,GH,47825217,loan_payt,205.1
41894,8411,GH,55101638,loan_payt,367.73
38930,6434,GH,56125944,loan_payt,458.91999999999996
35436,4099,GH,75250422,loan_payt,87.2
36125,4585,GH,3908431,loan_payt,134.7
44744,10351,GH,66402935,loan_payt,184.8
29877,319,GH,41618597,loan_payt,614.95
32840,2335,GH,8226937,loan_payt,902
33471,2753,GH,41750717,loan_payt,276.8
39835,7049,GH,52499610,loan_payt,825.32
43472,9494,GH,66095858,loan_payt,973.6
31231,1250,GH,21845096,loan_payt,380.52
42004,8489,GH,20661109,loan_payt,737
33709,2912,GH,80799913,loan_payt,633.6
34220,3249,GH,63599234,loan_payt,567.7
39167,6602,GH,94580405,loan_payt,852.3
35718,4293,GH,89613037,loan_payt,456.1
37706,5593,GH,67515390,loan_payt,369.78000000000003
34810,3664,GH,3468728,loan_payt,565.8
35752,4320,GH,15082747,loan_payt,428
29975,379,IJ,80296814, ,31.2
29700,196,IJ,21173686, ,38.5
33483,2760,IJ,9268027, ,447.6
33988,3094,IJ,4935080, ,1.7
30659,861,IJ,36303168, ,47.8
34414,3390,IJ,12870973, ,200.4
29581,107,IJ,9999049, ,158
34526,3467,IJ,69940155, ,61.8
31507,1423,IJ,50862812, ,121.3
34677,3581,IJ,1107889, ,284.6
29929,357,IJ,44572526, ,28
30656,859,IJ,37609326, ,95.5
33934,3059,IJ,42451202, ,175.8
29840,290,IJ,5267882, ,327.4
33291,2642,IJ,37776649, ,57.1
29447,34,IJ,58999049, ,607
29908,339,IJ,21728092, ,4.8
30637,851,IJ,26014739, ,88.1
31536,1445,IJ,82043331, ,142
30892,1019,IJ,74068438, ,60.8
32807,2318,IJ,95490520, ,519.1
33606,2838,IJ,42194247, ,137
40639,7594,IJ,4607093, ,21
41382,8073,IJ,4501516, ,1156.7
29413,8,IJ,93210345, ,671.2
33031,2466,IJ,40924441, ,373.3
32911,2379,IJ,3021407, ,14.5
35083,3855,IJ,38085216, ,557.8
32023,1794,IJ,75616937, ,4.7
30138,484,IJ,31340134, ,141.2
34184,3227,IJ,5033845, ,166.2
44902,10440,IJ,96339386, ,195
29506,68,IJ,8292192, ,118.6
30107,470,IJ,70524096, ,63
30419,689,IJ,93874132, ,1.6
33835,2991,IJ,62011402, ,10.7
