card_id,disp_id,type,date,end_date,card_number
1343,562,gold,2017-12-23,,
1350,1536,gold,2017-11-27,,
1372,3292,gold,2017-05-09,,
1368,5978,gold,2017-12-16,,
354,2265,gold,2017-06-30,,
1356,2125,gold,2017-05-08,,
186,1133,gold,2017-05-12,,
1357,4862,gold,2017-11-07,,
1358,12502,gold,2017-01-11,,
1364,2820,gold,2017-11-27,,
1361,10604,gold,2017-10-23,,
1360,2951,gold,2017-08-15,,
285,1811,gold,2017-09-10,,
1351,2977,gold,2017-08-21,,
1375,1812,gold,2015-06-08,,
269,1718,gold,2017-03-22,,
1344,3753,gold,2017-10-23,,
1339,1388,gold,2017-11-24,,
1371,1246,gold,2015-11-11,,
255,1579,gold,2017-10-01,,
1348,3465,gold,2017-08-18,,
1362,1842,gold,2016-08-14,,
8,60,junior,2017-05-20,,
191,1168,junior,2017-04-02,,
451,2888,junior,2017-04-16,,
614,3938,junior,2017-10-16,,
228,1382,junior,2017-03-15,,
310,1947,junior,2017-12-23,,
751,4941,junior,2017-10-15,,
42,264,junior,2017-07-28,,
147,826,junior,2017-12-13,,
231,1390,junior,2017-09-29,,
631,4061,junior,2017-06-09,,
527,3348,junior,2017-12-14,,
95,519,junior,2017-08-01,,
757,5013,junior,2017-05-22,,
738,4808,junior,2017-07-02,,
156,906,junior,2017-04-07,,
336,2138,junior,2017-10-09,,
323,2065,junior,2017-07-24,,
991,9149,junior,2017-07-01,,
63,378,junior,2017-03-27,,
700,4533,junior,2017-05-22,,
715,4639,junior,2017-12-08,,
677,4382,junior,2017-12-01,,
73,451,junior,2017-07-21,,
957,8506,junior,2017-10-16,,
636,4091,junior,2017-11-09,,
27,167,junior,2017-11-15,,
857,6789,junior,2017-10-25,,
629,4018,junior,2017-09-25,,
657,4246,junior,2017-12-02,,
1070,10490,junior,2017-11-08,,
1194,12781,junior,2017-04-30,,
523,3319,junior,2017-11-23,,
752,4944,junior,2017-09-06,,
198,1211,junior,2017-03-18,,
315,2005,junior,2017-03-24,,
716,4651,junior,2017-06-11,,
319,2038,junior,2017-08-02,,
425,2662,junior,2017-09-04,,
388,2488,junior,2017-11-26,,
357,2277,junior,2017-09-29,,
634,4081,junior,2017-09-22,,
1217,13098,junior,2017-08-09,,
693,4495,junior,2017-11-03,,
602,3846,junior,2017-04-18,,
754,4976,junior,2017-10-10,,
404,2540,junior,2017-11-12,,
328,2121,junior,2017-09-12,,
457,2948,junior,2017-05-16,,
505,3233,junior,2017-10-09,,
933,7959,junior,2017-04-21,,
358,2287,junior,2017-05-23,,
496,3183,junior,2017-07-21,,
571,3627,junior,2017-07-13,,
740,4823,junior,2017-07-28,,
235,1438,classic,2017-05-02,,
1336,4081,classic,2019-07-24,,
1439,5978,classic,2016-09-17,,
1486,3260,classic,2014-11-12,,
295,1864,classic,2017-10-26,,
1327,8506,classic,2019-06-09,,
1444,3414,classic,2016-05-10,,
1581,4543,classic,2015-09-03,,
758,5016,classic,2017-09-21,,
244,1480,classic,2017-03-16,,
549,3504,classic,2017-12-12,,
1572,414,classic,2015-01-14,,
26,161,classic,2017-09-14,,
542,3439,classic,2017-10-22,,
1499,1954,classic,2015-06-20,,
1497,791,classic,2018-11-23,,
1456,1861,classic,2015-11-07,,
1583,1536,classic,2018-05-30,,
1517,2820,classic,2016-08-28,,
370,2374,classic,2017-04-03,,
649,4190,classic,2017-05-29,,
1556,1213,classic,2015-05-17,,
753,4974,classic,2017-12-25,,
1506,326,classic,2015-12-19,,
773,5245,classic,2017-11-18,,
1579,3667,classic,2016-01-09,,
365,2332,classic,2017-06-23,,
151,861,classic,2017-09-16,,
1098,11063,classic,2017-09-01,,
455,2924,classic,2017-11-13,,
447,2845,classic,2017-10-07,,
178,1057,classic,2017-11-21,,
1586,3811,classic,2015-12-19,,
111,615,classic,2017-06-05,,
829,6255,classic,2017-12-22,,
640,4115,classic,2017-07-14,,
1518,7127,classic,2015-07-08,,
245,1483,classic,2017-10-08,,
1470,1800,classic,2014-10-24,,
1576,1220,classic,2015-02-13,,
1515,3448,classic,2016-07-16,,
1573,5911,classic,2013-10-24,,
250,1522,classic,2017-06-30,,
1490,9274,classic,2015-07-09,,
1445,1777,classic,2018-06-07,,
1575,2320,classic,2015-12-21,,
1543,12535,classic,2017-11-07,,
1496,2619,classic,2016-07-02,,
1520,1800,classic,2016-07-17,,
34,225,classic,2017-03-20,,
456,2929,classic,2017-05-16,,
1483,3671,classic,2015-03-25,,
1432,3292,classic,2014-11-09,,
301,1899,classic,2017-07-07,,
1568,4553,classic,2017-05-14,,
1484,7672,classic,2015-10-04,,
1592,1339,classic,2016-09-30,,
551,3517,classic,2017-09-03,,
1481,575,classic,2017-02-10,,
500,3192,classic,2017-11-26,,
1574,5978,classic,2017-07-17,,
1447,12535,classic,2015-10-24,,
17,127,classic,2017-06-07,,
76,464,classic,2017-12-23,,
1561,1914,classic,2016-01-05,,
1509,255,classic,2015-05-30,,
1410,4100,classic,2015-01-05,,
1193,12743,classic,2017-10-01,,
338,2146,classic,2017-04-16,,
1557,2619,classic,2016-05-23,,
755,5002,classic,2017-04-16,,
756,5012,classic,2017-05-18,,
203,1231,classic,2017-09-16,,
80,471,classic,2017-06-25,,
264,1669,classic,2017-10-07,,
1537,2977,classic,2015-01-30,,
1541,7672,classic,2016-02-27,,
554,3535,classic,2017-09-29,,
1480,4380,classic,2016-01-31,,
1491,1826,classic,2016-07-12,,
784,5461,classic,2017-03-24,,
29,192,classic,2017-08-20,,
508,3249,classic,2017-08-03,,
123,679,classic,2017-06-12,,
160,954,classic,2017-06-17,,
1304,4588,classic,2017-04-24,,
1502,2117,classic,2015-03-29,,
1461,1011,classic,2013-06-21,,
1309,3938,classic,2017-12-30,,
1450,5128,classic,2017-01-11,,
1442,1220,classic,2015-09-20,,
176,1049,classic,2017-04-25,,
1489,5911,classic,2014-10-16,,
1414,7683,classic,2018-07-12,,
1507,3601,classic,2014-02-26,,
395,2502,classic,2017-08-24,,
1570,1954,classic,2016-12-21,,
570,3620,classic,2017-11-14,,
196,1197,classic,2017-12-22,,
1577,5521,classic,2017-07-05,,
411,2572,classic,2017-07-15,,
351,2232,classic,2017-11-01,,
1595,1246,classic,2013-09-09,,
129,719,classic,2017-11-05,,
1474,4360,classic,2016-08-04,,
1498,4270,classic,2014-06-28,,
344,2168,classic,2017-07-27,,
1500,4833,classic,2017-01-27,,
1528,1289,classic,2016-12-23,,
1316,3981,classic,2017-06-09,,
1549,1492,classic,2016-02-23,,
510,3256,classic,2017-04-13,,
212,1280,classic,2017-05-24,,
1438,12787,classic,2015-12-11,,
32,219,classic,2017-08-06,,
487,3130,classic,2017-11-18,,
1503,4349,classic,2017-04-17,,
795,5563,classic,2017-08-02,,
20,131,classic,2017-12-02,,
172,1030,classic,2017-12-14,,
16,116,classic,2017-06-23,,
1448,1246,classic,2012-10-13,,
831,6275,classic,2017-06-29,,
217,1316,classic,2017-11-09,,
440,2782,classic,2017-07-07,,
1477,593,classic,2014-09-12,,
1569,2713,classic,2015-01-26,,
394,2501,classic,2017-10-05,,
1468,3036,classic,2015-04-19,,
1530,1826,classic,2016-03-28,,
1472,2478,classic,2014-07-23,,
378,2430,classic,2017-12-11,,
1585,13268,classic,2015-09-17,,
1457,1213,classic,2014-01-18,,
1458,3544,classic,2016-08-14,,
126,707,classic,2017-05-23,,
205,1242,classic,2017-11-16,,
1563,1629,classic,2014-01-07,,
173,1031,classic,2017-06-21,,
291,1836,classic,2017-09-29,,
1409,12502,classic,2014-04-14,,
242,1473,classic,2017-09-24,,
1307,1831,classic,2015-08-20,,
1601,791,classic,2017-10-19,,
1493,597,classic,2015-09-05,,
1425,2125,classic,2017-01-02,,
1430,1812,classic,2015-03-15,,
519,3297,classic,2017-08-16,,
71,441,classic,2017-04-11,,
1311,1390,classic,2019-05-07,,
1415,4553,classic,2015-04-06,,
1455,41,classic,2011-09-27,,
77,466,classic,2017-08-13,,
1553,1812,classic,2012-12-15,,
535,3395,classic,2017-03-22,,
1167,12335,classic,2017-07-18,,
1571,3260,classic,2014-06-04,,
1536,1758,classic,2015-07-11,,
1453,326,classic,2016-06-13,,
116,646,classic,2017-10-11,,
1328,8217,classic,2019-08-09,,
1589,4862,classic,2016-02-07,,
367,2343,classic,2017-08-27,,
630,4019,classic,2017-09-18,,
1312,2277,classic,2020-10-21,,
533,3384,classic,2017-10-09,,
669,4341,classic,2017-06-19,,
1540,3465,classic,2014-05-16,,
965,8636,classic,2017-04-02,,
1469,1758,classic,2016-07-02,,
1529,3136,classic,2014-12-09,,
442,2796,classic,2017-12-26,,
1417,2977,classic,2015-11-19,,
1476,3811,classic,2015-09-26,,
550,3515,classic,2017-08-08,,
603,3850,classic,2017-07-20,,
1519,597,classic,2014-04-23,,
924,7862,classic,2017-12-24,,
179,1059,classic,2017-08-10,,
1001,9247,classic,2017-11-20,,
1504,1339,classic,2015-03-11,,
1329,451,classic,2019-02-10,,
1466,208,classic,2015-03-14,,
1587,5253,classic,2017-01-14,,
558,3568,classic,2017-06-07,,
1535,339,classic,2017-08-28,,
1435,79,classic,2014-05-20,,
684,4457,classic,2017-08-11,,
128,716,classic,2017-08-19,,
385,2476,classic,2017-10-12,,
1512,2388,classic,2017-10-18,,
765,5175,classic,2017-09-29,,
687,4471,classic,2017-07-14,,
573,3638,classic,2017-12-23,,
1524,4832,classic,2015-06-21,,
1505,3544,classic,2017-02-14,,
1332,7959,classic,2018-03-15,,
1326,5873,classic,2017-03-11,,
1584,3958,classic,2015-03-08,,
435,2740,classic,2017-07-15,,
509,3253,classic,2017-07-30,,
1548,208,classic,2016-03-05,,
1154,12070,classic,2017-09-05,,
1591,590,classic,2016-02-16,,
1426,3465,classic,2016-07-30,,
421,2644,classic,2017-04-27,,
717,4654,classic,2017-05-19,,
192,1169,classic,2017-06-08,,
60,370,classic,2017-10-18,,
1319,6789,classic,2019-06-21,,
524,3333,classic,2017-11-02,,
526,3339,classic,2017-09-10,,
1308,584,classic,2015-11-11,,
623,3984,classic,2017-07-25,,
284,1807,classic,2017-05-07,,
918,7796,classic,2017-04-27,,
1580,3414,classic,2016-06-27,,
1464,5521,classic,2014-09-24,,
412,2585,classic,2017-05-09,,
218,1322,classic,2017-05-18,,
1559,5224,classic,2015-06-23,,
1593,3292,classic,2017-01-31,,
581,3721,classic,2017-08-13,,
53,333,classic,2017-10-13,,
1526,593,classic,2012-03-04,,
1588,2715,classic,2016-06-03,,
1324,8342,classic,2015-04-19,,
823,6178,classic,2017-06-05,,
1420,2445,classic,2014-11-17,,
405,2542,classic,2017-08-31,,
1485,4543,classic,2017-04-30,,
1521,562,classic,2016-01-31,,
1473,339,classic,2017-03-28,,
1314,2005,classic,2017-11-13,,
863,6906,classic,2017-06-12,,
193,1179,classic,2017-09-21,,
134,769,classic,2017-09-07,,
683,4437,classic,2017-08-05,,
1155,12088,classic,2017-08-01,,
1533,2951,classic,2015-12-24,,
96,528,classic,2017-08-26,,
485,3124,classic,2017-07-08,,
639,4112,classic,2017-05-23,,
1454,2820,classic,2016-04-22,,
1550,3036,classic,2013-12-26,,
143,816,classic,2017-06-15,,
1150,12020,classic,2017-08-25,,
78,468,classic,2017-08-04,,
1598,548,classic,2014-03-17,,
79,469,classic,2017-09-02,,
1562,2445,classic,2013-12-24,,
1532,1861,classic,2014-11-25,,
1165,12291,classic,2017-11-08,,
239,1453,classic,2017-08-24,,
240,1459,classic,2017-12-23,,
1479,2713,classic,2015-05-20,,
548,3501,classic,2017-07-16,,
1552,41,classic,2014-10-04,,
654,4230,classic,2017-12-21,,
1594,2122,classic,2014-12-23,,
207,1244,classic,2017-05-25,,
645,4166,classic,2017-05-17,,
1534,4100,classic,2015-12-28,,
1471,3958,classic,2015-08-21,,
586,3756,classic,2017-05-31,,
1554,4833,classic,2016-08-13,,
1452,1289,classic,2014-11-03,,
1599,1011,classic,2014-03-04,,
1002,9261,classic,2017-07-09,,
1081,10696,classic,2017-12-25,,
1334,3348,classic,2018-12-19,,
1434,2122,classic,2016-07-01,,
618,3947,classic,2017-07-31,,
744,4863,classic,2017-10-02,,
1463,590,classic,2015-05-20,,
734,4765,classic,2017-05-01,,
439,2779,classic,2017-07-23,,
345,2175,classic,2017-11-07,,
1558,3671,classic,2015-01-05,,
1547,5333,classic,2018-08-13,,
1467,414,classic,2014-12-08,,
1446,3448,classic,2016-03-22,,
148,834,classic,2017-11-22,,
1429,1930,classic,2016-09-30,,
646,4167,classic,2017-06-17,,
61,374,classic,2017-10-18,,
1419,7127,classic,2015-02-22,,
1510,3378,classic,2016-05-20,,
584,3751,classic,2017-10-28,,
317,2015,classic,2017-06-10,,
1331,4651,classic,2017-11-02,,
415,2609,classic,2017-05-25,,
1596,2815,classic,2015-04-19,,
1321,3640,classic,2018-07-10,,
498,3186,classic,2017-04-18,,
626,3992,classic,2017-11-30,,
1590,2431,classic,2013-10-28,,
1412,1668,classic,2016-05-26,,
416,2616,classic,2017-10-01,,
1546,10604,classic,2016-09-06,,
1441,2320,classic,2015-07-20,,
1600,5128,classic,2016-02-08,,
880,7186,classic,2017-09-17,,
424,2659,classic,2017-11-06,,
1527,1930,classic,2017-11-02,,
1516,9,classic,2017-07-02,,
834,6301,classic,2017-08-21,,
1564,2478,classic,2016-08-10,,
855,6764,classic,2017-10-24,,
1315,3689,classic,2016-03-02,,
1424,7286,classic,2016-06-06,,
520,3308,classic,2017-09-25,,
460,2971,classic,2017-10-05,,
158,928,classic,2017-10-25,,
1462,2762,classic,2013-02-06,,
1539,1842,classic,2014-01-17,,
1433,1842,classic,2014-09-12,,
1492,255,classic,2014-03-26,,
1449,9409,classic,2016-06-03,,
1416,548,classic,2015-08-04,,
620,3959,classic,2017-09-17,,
402,2536,classic,2017-09-03,,
1555,4360,classic,2017-09-12,,
820,6039,classic,2017-11-10,,
1522,202,classic,2016-12-31,,
209,1251,classic,2017-07-31,,
361,2312,classic,2017-09-23,,
1436,2388,classic,2016-11-12,,
2,19,classic,2017-03-13,,
1482,13268,classic,2013-08-13,,
1511,4380,classic,2016-11-26,,
1475,3583,classic,2015-02-02,,
605,3874,classic,2017-12-11,,
473,3063,classic,2017-12-22,,
131,725,classic,2017-12-08,,
1513,4349,classic,2015-06-24,,
1488,1492,classic,2017-08-18,,
824,6196,classic,2017-04-29,,
1545,9274,classic,2015-08-15,,
1551,2125,classic,2014-10-12,,
1306,1382,classic,2017-02-19,,
1544,4405,classic,2015-07-19,,
465,2995,classic,2017-05-15,,
1560,9409,classic,2017-02-23,,
1531,1777,classic,2018-01-14,,
1578,575,classic,2016-08-18,,
1422,10604,classic,2017-01-09,,
1437,4405,classic,2015-05-30,,
1451,9,classic,2018-02-09,,
1189,12683,classic,2017-03-17,,
1508,7683,classic,2017-06-07,,
682,4429,classic,2017-10-11,,
1495,4832,classic,2013-11-23,,
749,4929,classic,2017-10-19,,
141,808,classic,2017-09-15,,
333,2128,classic,2017-11-04,,
515,3268,classic,2017-03-23,,
429,2709,classic,2017-11-05,,
644,4165,classic,2017-06-05,,
525,3337,classic,2017-07-27,,
1514,1668,classic,2015-09-11,,
39,254,classic,2017-07-14,,
1423,3601,classic,2014-08-10,,
1418,2815,classic,2015-06-25,,
1566,7286,classic,2016-09-19,,
180,1062,classic,2017-09-29,,
1460,1914,classic,2015-01-20,,
396,2508,classic,2017-07-26,,
352,2235,classic,2017-09-11,,
923,7855,classic,2017-09-24,,
219,1329,classic,2017-12-04,,
257,1589,classic,2017-11-20,,
290,1833,classic,2017-03-24,,
1305,1440,classic,2019-09-13,,
1597,79,classic,2016-02-04,,
1523,4270,classic,2013-01-15,,
685,4467,classic,2017-12-29,,
35,231,classic,2017-10-07,,
604,3858,classic,2017-11-04,,
1322,13231,classic,2014-01-04,,
486,3128,classic,2017-12-25,,
1427,3667,classic,2016-07-10,,
768,5223,classic,2017-07-06,,
1459,5333,classic,2016-12-19,,
746,4901,classic,2017-11-04,,
449,2865,classic,2017-10-28,,
1440,2715,classic,2015-02-07,,
1335,2662,classic,2017-10-29,,
1487,2203,classic,2016-09-06,,
233,1418,classic,2017-07-07,,
409,2562,classic,2017-11-16,,
1325,4328,classic,2016-06-28,,
1428,2951,classic,2016-08-27,,
1465,5224,classic,2018-02-14,,
169,1019,classic,2017-08-10,,
691,4492,classic,2017-12-16,,
1443,562,classic,2016-02-09,,
47,280,classic,2017-08-13,,
260,1616,classic,2017-07-05,,
1525,12787,classic,2015-08-15,,
392,2496,classic,2017-11-22,,
785,5468,classic,2017-06-16,,
36,236,classic,2017-09-28,,
728,4725,classic,2017-12-24,,
479,3085,classic,2017-12-16,,
1582,12502,classic,2013-10-16,,
1542,2117,classic,2016-09-19,,
1567,2203,classic,2015-10-29,,
1411,3378,classic,2015-08-22,,
1538,2762,classic,2013-04-13,,
1494,4789,classic,2014-05-29,,
1421,5253,classic,2016-05-11,,
1478,2431,classic,2013-11-04,,
448,2864,classic,2017-04-29,,
711,4592,classic,2017-08-19,,
1431,3136,classic,2016-06-19,,
1035,9732,classic,2017-10-11,,
1565,4789,classic,2013-05-23,,
469,3026,classic,2017-06-07,,
1413,1536,classic,2016-02-14,,
1320,3813,classic,2016-05-30,,
1501,202,classic,2015-03-03,,
833,6299,junior2,2017-08-01,,
7,56,junior2,2017-06-11,,
1290,2121,junior2,2018-06-15,,
1262,4740,junior2,2017-12-07,,
886,7325,junior2,2017-12-15,,
770,5232,junior2,2017-06-15,,
414,2606,junior2,2017-09-26,,
1275,51,junior2,2015-08-08,,
308,1938,junior2,2017-07-30,,
1270,264,junior2,2018-02-11,,
632,4069,junior2,2017-11-19,,
701,4534,junior2,2017-06-24,,
492,3166,junior2,2017-04-09,,
1297,13098,junior2,2017-05-24,,
1254,1691,junior2,2017-07-10,,
696,4516,junior2,2017-07-05,,
1256,3082,junior2,2015-04-21,,
680,4417,junior2,2017-04-29,,
1281,1819,junior2,2018-02-16,,
23,146,junior2,2017-10-03,,
1285,2650,junior2,2014-07-05,,
1286,1647,junior2,2016-06-12,,
164,992,junior2,2017-11-29,,
4,42,junior2,2017-11-26,,
339,2154,junior2,2017-10-19,,
1252,4061,junior2,2018-06-01,,
66,425,junior2,2017-07-08,,
727,4723,junior2,2017-07-19,,
1260,531,junior2,2015-12-26,,
450,2880,junior2,2017-07-07,,
480,3092,junior2,2017-09-01,,
560,3577,junior2,2017-12-17,,
735,4772,junior2,2017-12-19,,
1298,504,junior2,2017-09-05,,
446,2841,junior2,2017-06-04,,
1277,967,junior2,2016-03-24,,
1248,826,junior2,2017-11-17,,
1299,174,junior2,2017-03-23,,
453,2911,junior2,2017-07-12,,
1282,4533,junior2,2017-11-17,,
142,810,junior2,2017-07-01,,
1261,906,junior2,2016-12-11,,
635,4083,junior2,2017-12-29,,
346,2177,junior2,2017-08-14,,
692,4493,junior2,2017-12-08,,
1296,83,junior2,2016-10-08,,
161,963,junior2,2017-05-25,,
1288,3319,junior2,2020-11-08,,
170,1020,junior2,2017-04-16,,
1216,13097,junior2,2017-05-26,,
1302,9890,junior2,2016-01-19,,
1292,5138,junior2,2014-11-23,,
951,8392,junior2,2017-08-16,,
1255,3257,junior2,2017-04-03,,
1280,2287,junior2,2019-05-12,,
1137,11771,junior2,2017-12-01,,
530,3360,junior2,2017-07-25,,
506,3236,junior2,2017-12-19,,
1267,3636,junior2,2018-07-16,,
1266,9149,junior2,2018-07-15,,
561,3581,junior2,2017-09-28,,
1276,6567,junior2,2018-01-26,,
489,3135,junior2,2017-11-29,,
613,3913,junior2,2017-07-23,,
488,3134,junior2,2017-10-20,,
1250,3763,junior2,2017-04-25,,
322,2063,junior2,2017-12-28,,
1192,12736,junior2,2017-07-02,,
1269,3985,junior2,2017-04-28,,
306,1929,junior2,2017-12-11,,
1268,1168,junior2,2017-10-01,,
750,4937,junior2,2017-10-24,,
1272,2425,junior2,2018-11-21,,
109,605,classic2,2017-04-26,,
52,326,classic2,2017-04-10,2017-06-27,
619,3958,classic2,2017-04-01,2017-05-29,
307,1930,classic2,2017-09-05,2017-12-13,
743,4862,classic2,2017-10-18,2018-02-17,
288,1826,classic2,2017-10-10,2017-12-13,
146,822,classic2,2017-07-23,,
1024,9622,classic2,2017-09-20,,
335,2137,classic2,2017-09-25,,
461,2977,classic2,2017-08-21,2017-11-26,
704,4553,classic2,2017-11-21,2017-12-14,
780,5333,classic2,2017-07-29,2017-10-30,
331,2125,classic2,2017-05-01,2017-07-21,
906,7683,classic2,2017-05-18,2017-08-01,
1102,11183,classic2,2017-04-25,,
444,2815,classic2,2017-04-03,2017-07-30,
101,566,classic2,2017-06-19,,
1195,12787,classic2,2017-09-04,2017-11-14,
221,1339,classic2,2017-08-10,2017-12-01,
74,453,classic2,2017-10-18,,
321,2058,classic2,2017-08-16,,
64,402,classic2,2017-05-10,,
253,1536,classic2,2017-11-14,2018-01-02,
1177,12535,classic2,2017-12-06,2018-03-20,
458,2951,classic2,2017-05-14,2017-07-05,
56,339,classic2,2017-11-22,2018-02-27,
417,2619,classic2,2017-03-30,2017-08-07,
1188,12678,classic2,2017-09-19,,
702,4543,classic2,2017-08-30,2017-11-18,
201,1223,classic2,2017-12-08,,
1007,9333,classic2,2017-09-25,,
46,273,classic2,2017-11-10,,
769,5224,classic2,2017-10-20,2018-01-24,
89,497,classic2,2017-04-22,,
742,4833,classic2,2017-11-10,2018-02-12,
31,208,classic2,2017-10-21,2018-01-17,
1023,9621,classic2,2017-08-30,,
177,1056,classic2,2017-11-19,,
782,5376,classic2,2017-09-29,,
1003,9274,classic2,2017-08-09,2017-11-10,
585,3753,classic2,2017-10-01,,
580,3713,classic2,2017-11-16,,
1169,12354,classic2,2017-11-30,,
230,1388,classic2,2017-10-25,,
362,2320,classic2,2017-06-21,2017-07-28,
263,1668,classic2,2017-04-17,2017-07-12,
567,3611,classic2,2017-07-08,,
819,5978,classic2,2017-12-06,2018-04-04,
466,2998,classic2,2017-11-25,,
138,791,classic2,2017-11-02,2018-02-19,
956,8502,classic2,2017-09-30,,
334,2133,classic2,2017-03-13,,
531,3378,classic2,2017-08-24,2017-11-10,
538,3414,classic2,2017-08-20,2017-11-16,
792,5526,classic2,2017-10-11,,
653,4212,classic2,2017-09-16,,
761,5128,classic2,2017-04-23,2017-07-29,
674,4360,classic2,2017-12-28,2018-04-02,
366,2335,classic2,2017-10-09,,
330,2124,classic2,2017-04-11,,
406,2548,classic2,2017-08-16,,
445,2820,classic2,2017-11-19,2018-02-14,
1175,12494,classic2,2017-11-24,,
1076,10604,classic2,2017-07-27,2017-09-23,
627,3994,classic2,2017-07-05,,
544,3448,classic2,2017-09-10,2017-12-01,
332,2126,classic2,2017-06-19,,
371,2388,classic2,2017-12-13,2018-04-06,
775,5253,classic2,2017-04-11,2017-07-14,
277,1777,classic2,2017-07-12,2017-10-11,
299,1886,classic2,2017-10-25,,
386,2478,classic2,2017-08-14,2017-11-15,
1,9,classic2,2017-10-16,2017-12-22,
676,4380,classic2,2017-09-30,2017-12-15,
102,575,classic2,2017-11-12,2018-02-15,
452,2910,classic2,2017-12-19,,
