index,card_id,disp_id,type,card_number,date,end_date
501,190,1165,classic,4996480919658627,2020-09-23,
401,266,1690,classic,2255121816409934,2020-03-04,
357,87,493,classic,213107583363441,2019-11-02,
678,101,566,classic,30125198361544,2021-06-19,
747,395,2502,classic,4131363998994657,2021-08-24,
783,180,1062,classic,4082617176406944,2021-09-29,
654,415,2609,classic,180060344927138,2021-05-25,
489,1025,9625,classic,4072912439440,2020-09-08,
303,989,9119,classic,5284385482046563,2019-02-21,
722,1155,12088,classic,6011434307773254,2021-08-01,
61,531,3378,classic,4679048626169,2021-08-24,
746,834,6301,classic,3557811395050538,2021-08-21,
881,573,3638,classic,6563063270205416,2021-12-23,
354,772,5243,classic,4487637629269781,2019-10-30,
541,493,3167,classic,4164163464971332,2020-11-30,
776,923,7855,classic,376820615120059,2021-09-24,
633,1102,11183,classic,30261402898979,2021-04-25,
882,240,1459,classic,502088424572,2021-12-23,
453,1138,11825,classic,2298764168334256,2020-06-29,
557,521,3310,classic,180021813487749,2020-12-17,
765,151,861,classic,588502859758,2021-09-16,
358,88,496,classic,4616308102620072,2019-11-04,
831,1165,12291,classic,30335813909060,2021-11-08,
725,508,3249,classic,213197391542625,2021-08-03,
764,141,808,classic,4964862080867905,2021-09-15,
450,108,597,classic,5532578045672913,2020-06-25,
300,1064,10328,classic,345196254899388,2019-02-17,
421,426,2686,classic,564945534340,2020-05-09,
304,364,2329,classic,3547983616749314,2019-02-28,
639,448,2864,classic,3553212324430335,2021-04-29,
756,79,469,classic,343898127868266,2021-09-02,
404,679,4416,classic,345705880659774,2020-03-06,
773,758,5016,classic,213135928165825,2021-09-21,
53,1301,13231,classic,30099306819943,2019-05-20,
516,9,76,classic,4894937407069891,2020-10-25,
602,643,4157,classic,3530215124405231,2021-03-04,
389,582,3733,classic,3596656579821318,2020-01-22,
700,1002,9261,classic,4160457889697,2021-07-09,
679,332,2126,classic,4652404924819888,2021-06-19,
344,854,6753,classic,180078554083269,2019-10-07,
240,188,1146,classic,180016123241265,2017-06-19,
302,423,2657,classic,4548229373868682,2019-02-19,
704,435,2740,classic,4508594970537339,2021-07-15,
425,275,1762,classic,2495248630931213,2020-05-20,
843,487,3130,classic,30110916739668,2021-11-18,
676,160,954,classic,4859000685372173891,2021-06-17,
715,396,2508,classic,4300955778603633,2021-07-26,
333,1164,12269,classic,676107207760,2019-08-12,
441,748,4923,classic,180020227374204,2020-06-16,
373,609,3893,classic,502063884022,2019-12-29,
802,1035,9732,classic,3523036776535771,2021-10-11,
340,882,7195,classic,4339506988738563,2019-09-11,
705,411,2572,classic,180022341572556,2021-07-15,
530,648,4188,classic,4891186032166716487,2020-11-18,
481,43,267,classic,4414082294422985,2020-08-29,
830,345,2175,classic,6011337117960740,2021-11-07,
311,157,907,classic,4568328494309,2019-04-24,
834,46,273,classic,346734584367053,2021-11-10,
538,1234,13386,classic,4329304997618329,2020-11-28,
495,671,4345,classic,4959049873884845,2020-09-17,
885,1081,10696,classic,4934877232024905,2021-12-25,
569,659,4258,classic,5464197627725445,2021-01-08,
610,334,2133,classic,4553298834908,2021-03-13,
579,904,7672,classic,675908060337,2021-01-22,
415,232,1396,classic,4165546275139,2020-05-01,
467,383,2469,classic,570555626151,2020-07-30,
701,687,4471,classic,3537188295246838,2021-07-14,
813,31,208,classic,3536460767524781,2021-10-21,
328,303,1912,classic,6548411095154642,2019-08-01,
683,701,4534,classic,30533865003606,2021-06-24,
417,616,3943,classic,379876894188156,2020-05-05,
607,1199,12826,classic,4133541969982229814,2021-03-09,
547,25,158,classic,4744348714485,2020-12-06,
73,743,4862,classic,4868791588184952839,2021-10-18,
419,82,474,classic,3553261892011639,2020-05-07,
281,98,537,classic,675989904924,2018-09-06,
49,1297,3102,classic,30357512627355,2021-10-05,
394,195,1194,classic,4875381846849170,2020-02-03,
593,283,1800,classic,6572790359703734,2021-02-25,
880,76,464,classic,370119904599123,2021-12-23,
420,1173,12442,classic,6525936382259537,2020-05-08,
263,223,1353,classic,4768022119602405,2018-04-18,
565,434,2739,classic,3561200954540515,2020-12-30,
265,662,4293,classic,5512878489546613,2018-05-09,
727,683,4437,classic,4206271801010,2021-08-05,
890,685,4467,classic,3585003434780707,2021-12-29,
323,265,1680,classic,3501348869396649,2019-06-28,
309,229,1384,classic,4797178735646591,2019-04-05,
531,373,2401,classic,676176827431,2020-11-18,
517,650,4194,classic,30472710358800,2020-10-26,
842,773,5245,classic,30549750646945,2021-11-18,
821,351,2232,classic,30461159234879,2021-11-01,
753,405,2542,classic,4672497113778036,2021-08-31,
431,256,1583,classic,5173680959269621,2020-05-26,
308,499,3187,classic,3566704371402832,2019-04-03,
803,682,4429,classic,4269718258687842,2021-10-11,
41,1289,1168,classic,373221600955703,2021-04-25,
585,65,414,classic,573644328292,2021-02-02,
768,880,7186,classic,340166166440550,2021-09-17,
350,776,5263,classic,3584517520141921,2019-10-19,
770,630,4019,classic,4852645547064793,2021-09-18,
236,70,439,classic,6519292105647493,2017-02-08,
662,644,4165,classic,3543529843897709,2021-06-05,
544,942,8295,classic,4891427991628503,2020-12-02,
665,17,127,classic,370340971071016,2021-06-07,
864,201,1223,classic,4764710256170,2021-12-08,
529,611,3896,classic,213135412349034,2020-11-13,
471,936,8030,classic,370067416241280,2020-08-02,
242,732,4763,classic,30562676412755,2017-07-21,
649,218,1322,classic,30466243442354,2021-05-18,
493,537,3405,classic,4334743828336,2020-09-15,
748,1150,12020,classic,3569549321053293,2021-08-25,
745,29,192,classic,4882258173589,2021-08-20,
39,1287,3787,classic,3584266452099109,2021-12-28,
305,150,859,classic,2296666564356001,2019-03-30,
626,510,3256,classic,30582550687652,2021-04-13,
733,221,1339,classic,6011521220172497,2021-08-10,
728,32,219,classic,180086202921558,2021-08-06,
646,456,2929,classic,3520905893114129,2021-05-16,
483,41,256,classic,378114327563535,2020-08-31,
659,586,3756,classic,372280995829221,2021-05-31,
437,211,1271,classic,3565730570172935,2020-06-10,
363,57,347,classic,3580899867985985,2019-11-09,
632,176,1049,classic,6512629968123228,2021-04-25,
38,1286,83,classic,676233719647,2020-11-12,
656,207,1244,classic,30366059371467,2021-05-25,
266,545,3458,classic,3581914968098684,2018-05-30,
364,722,4684,classic,3553775372726952,2019-11-14,
83,341,2156,classic,378380764620985,2021-12-06,
777,520,3308,classic,4236106302702,2021-09-25,
711,439,2779,classic,6011730411293752,2021-07-23,
645,465,2995,classic,4654373850101850,2021-05-15,
601,225,1359,classic,3516950496606499,2021-03-03,
619,417,2619,classic,5248981109746695,2021-03-30,
591,360,2308,classic,562147715865,2021-02-24,
729,550,3515,classic,371495998174588,2021-08-08,
682,365,2332,classic,38355261967982,2021-06-23,
262,418,2623,classic,2288586880305377,2018-04-14,
668,317,2015,classic,3511086597366959,2021-06-10,
435,471,3037,classic,180002914443591,2020-06-09,
575,803,5727,classic,213114997162492,2021-01-19,
742,519,3297,classic,4292975956839,2021-08-16,
616,515,3268,classic,6534469545171562,2021-03-23,
825,746,4901,classic,4794515527988,2021-11-04,
817,299,1886,classic,4314002543218506,2021-10-25,
527,762,5132,classic,586086859574,2020-11-10,
293,337,2141,classic,4448798493292966,2019-01-01,
667,192,1169,classic,180050773278798,2021-06-08,
313,183,1080,classic,2720700079060356,2019-05-08,
51,1299,2425,classic,5367242290136526,2021-03-05,
53,453,2911,classic,3524116307129309,2021-07-12,
741,951,8392,classic,2278773843989347,2021-08-16,
301,14,112,classic,378152644335328,2019-02-17,
686,250,1522,classic,30162636056147,2021-06-30,
418,564,3590,classic,577163527861,2020-05-06,
546,45,272,classic,6503166105802670,2020-12-05,
47,1295,2324,classic,4719199695264,2021-04-14,
570,517,3291,classic,2407429899698142,2021-01-09,
468,115,638,classic,676120911307,2020-07-30,
840,409,2562,classic,376436707623601,2021-11-16,
858,626,3992,classic,060415807340,2021-11-30,
721,209,1251,classic,376646825422278,2021-07-31,
457,781,5366,classic,4047471202180581679,2020-07-07,
807,61,374,classic,4296527525928294,2021-10-18,
367,10,77,classic,4066501912532941702,2019-12-07,
36,1284,5433,classic,4864511936895,2020-03-13,
465,1059,10235,classic,4792553248665,2020-07-29,
485,495,3181,classic,4210265407122883,2020-09-02,
284,342,2157,classic,3566767319731141,2018-09-27,
573,557,3567,classic,2293135299383030,2021-01-17,
743,128,716,classic,30372531493481,2021-08-19,
400,324,2074,classic,4705541419818,2020-02-19,
55,1303,3348,classic,3535589880312699,2021-08-05,
620,619,3958,classic,4484329700091747,2021-04-01,
688,1192,12736,classic,180085716554772,2021-07-02,
532,579,3699,classic,4955330231543123,2020-11-18,
578,274,1759,classic,36821850255305,2021-01-21,
852,1175,12494,classic,4045349842335572,2021-11-24,
833,820,6039,classic,3598277635185560,2021-11-10,
681,16,116,classic,213108809100054,2021-06-23,
559,281,1795,classic,6514985489353803,2020-12-22,
837,455,2924,classic,3549815760229453,2021-11-13,
502,1203,12893,classic,3590424718390778,2020-09-26,
259,15,114,classic,578086042541,2018-03-05,
366,294,1861,classic,180067811645929,2019-12-04,
553,326,2104,classic,4349211454149464,2020-12-14,
250,658,4251,classic,3529706446090100,2017-12-25,
447,241,1461,classic,3504351591103587,2020-06-20,
868,549,3504,classic,3501107487792567,2021-12-12,
761,526,3339,classic,344081655853567,2021-09-10,
385,105,590,classic,30151569438406,2020-01-17,
583,68,434,classic,502037398943,2021-01-31,
368,408,2560,classic,4475419446273,2019-12-10,
348,220,1333,classic,3563138559521977,2019-10-13,
790,744,4863,classic,3548202767630812,2021-10-02,
405,841,6468,classic,180033669794128,2020-03-06,
555,723,4699,classic,6011567110363274,2020-12-15,
290,695,4507,classic,4404349133736,2018-12-15,
690,696,4516,classic,3560313326251066,2021-07-05,
757,402,2536,classic,377984606380483,2021-09-03,
869,172,1030,classic,4903502669222718,2021-12-14,
449,675,4376,classic,4136870187999532,2020-06-23,
586,249,1517,classic,4371904112621,2021-02-06,
509,124,688,classic,4474694312102,2020-10-10,
785,554,3535,classic,30402236050839,2021-09-29,
315,127,714,classic,4960994995838400,2019-05-23,
253,168,1018,classic,3557275191282036,2018-01-24,
816,855,6764,classic,3501373973665549,2021-10-24,
402,568,3615,classic,3581609433281705,2020-03-05,
551,1022,9606,classic,349724681192014,2020-12-13,
455,120,662,classic,6569159576227056,2020-07-03,
534,707,4560,classic,588022100709,2020-11-21,
276,501,3197,classic,630472775398,2018-07-09,
318,312,1971,classic,6521486892137058,2019-06-08,
749,96,528,classic,30222221620192,2021-08-26,
413,583,3735,classic,373841781361544,2020-04-24,
635,421,2644,classic,378560352072620,2021-04-27,
640,734,4765,classic,4143606507307297339,2021-05-01,
37,1285,4674,classic,4025447460167378,2021-06-15,
461,625,3987,classic,3562134681908548,2020-07-17,
282,167,1011,classic,2287949098676727,2018-09-15,
432,50,309,classic,4622553697455226,2020-05-28,
600,215,1296,classic,4312351064374783971,2021-03-02,
878,473,3063,classic,346452787027420,2021-12-22,
731,179,1059,classic,579494753992,2021-08-10,
556,81,473,classic,4637307237201365,2020-12-17,
408,400,2529,classic,180088098369355,2020-04-06,
576,401,2532,classic,4551502074994856,2021-01-19,
258,166,999,classic,30568950510206,2018-03-05,
52,1300,4651,classic,3595117017938686,2021-11-05,
872,691,4492,classic,3597637748178722,2021-12-16,
452,443,2808,classic,213193156611291,2020-06-29,
444,145,819,classic,3576838833038350,2020-06-17,
574,897,7576,classic,3520436812161850,2021-01-18,
797,245,1483,classic,341235777247883,2021-10-08,
792,394,2501,classic,348522769560552,2021-10-05,
706,548,3501,classic,4188159212984918,2021-07-16,
818,295,1864,classic,30577252202180,2021-10-26,
381,194,1182,classic,6579309411629200,2020-01-13,
237,577,3687,classic,3538005273613368,2017-02-15,
329,736,4789,classic,3575703524270053,2019-08-03,
306,302,1900,classic,340351608794828,2019-03-31,
661,823,6178,classic,4377227113576554170,2021-06-05,
430,349,2214,classic,6011218427888682,2020-05-26,
486,259,1610,classic,4654321882218879,2020-09-05,
320,641,4116,classic,3501973130263268,2019-06-18,
391,258,1607,classic,3564647121273627,2020-01-26,
539,86,490,classic,343521779535849,2020-11-28,
239,437,2762,classic,676233497780,2017-06-01,
484,252,1529,classic,4703677459450,2020-09-02,
827,129,719,classic,370678091019138,2021-11-05,
609,58,358,classic,5350648640277670,2021-03-11,
429,430,2713,classic,30339964665547,2020-05-26,
277,705,4555,classic,3548122358740046,2018-07-12,
463,694,4504,classic,4039288141184273,2020-07-24,
621,965,8636,classic,6599162544970397,2021-04-02,
860,20,131,classic,180063469881452,2021-12-02,
651,126,707,classic,342596823084060,2021-05-23,
46,1294,4081,classic,5154851222305053,2021-12-23,
789,416,2616,classic,371104980904552,2021-10-01,
839,580,3713,classic,639013711960,2021-11-16,
691,260,1616,classic,213164995238299,2021-07-05,
780,36,236,classic,6011637636843263,2021-09-28,
806,53,333,classic,3581347745409165,2021-10-13,
246,563,3589,classic,4397799189119,2017-10-21,
494,703,4546,classic,6580547759382760,2020-09-17,
433,110,608,classic,5326113806185283,2020-05-31,
252,1039,9837,classic,213134224193557,2018-01-07,
822,138,791,classic,3549205473581830,2021-11-02,
763,26,161,classic,4583164669732,2021-09-14,
794,35,231,classic,345439186564526,2021-10-07,
267,467,3019,classic,2281189340018842,2018-06-05,
606,72,447,classic,582716669350,2021-03-09,
407,665,4318,classic,2421485098371131,2020-03-24,
677,669,4341,classic,3584670741651788,2021-06-19,
855,4,42,classic,3584061882278815,2021-11-26,
867,378,2430,classic,373771193364663,2021-12-11,
845,632,4069,classic,4831483606261928,2021-11-19,
876,654,4230,classic,4351737897917401,2021-12-21,
823,524,3333,classic,3529538435501882,2021-11-02,
393,667,4333,classic,3529166869233309,2020-01-31,
851,392,2496,classic,2246673736470422,2021-11-22,
641,235,1438,classic,213135506619524,2021-05-02,
33,282,1799,classic,180069934999126,2020-12-13,
836,102,575,classic,3577835946573769,2021-11-12,
316,764,5159,classic,4602050604039984130,2019-05-29,
710,146,822,classic,4627454542015452,2021-07-23,
652,639,4112,classic,3580323906594807,2021-05-23,
703,39,254,classic,5461112048739910,2021-07-14,
810,749,4929,classic,2290240508491674,2021-10-19,
57,321,2058,classic,3504047995663412,2021-08-16,
856,164,992,classic,4378070197653587779,2021-11-29,
838,570,3620,classic,4621968280697532,2021-11-14,
254,468,3023,classic,4654790394884560,2018-01-30,
660,446,2841,classic,30171677484506,2021-06-04,
241,13,87,classic,587222970135,2017-06-29,
50,1298,378,classic,180068789278156,2021-03-27,
781,291,1836,classic,3586679160682131,2021-09-29,
612,244,1480,classic,4368948307590842,2021-03-16,
714,530,3360,classic,584556264383,2021-07-25,
326,320,2045,classic,630491139733,2019-07-11,
608,48,295,classic,4289355132629538,2021-03-10,
540,540,3425,classic,3528790484278893,2020-11-29,
670,863,6906,classic,3529720033348912,2021-06-12,
561,774,5249,classic,180084079070005,2020-12-25,
887,442,2796,classic,3578963630139850,2021-12-26,
735,77,466,classic,4005464851163381,2021-08-13,
255,766,5200,classic,639024051133,2018-02-11,
638,824,6196,classic,3565112850957717,2021-04-29,
730,1003,9274,classic,676387770487,2021-08-09,
322,84,487,classic,4319460617350,2019-06-26,
434,90,503,classic,4012676468344887,2020-06-04,
289,1225,13268,classic,060445661675,2018-11-22,
650,717,4654,classic,6505675713990824,2021-05-19,
45,1293,4201,classic,3586926625724564,2020-01-20,
618,784,5461,classic,213144660538587,2021-03-24,
352,381,2440,classic,4266829042087,2019-10-27,
697,485,3124,classic,6589315300035779,2021-07-08,
488,185,1098,classic,347984008461540,2020-09-07,
628,338,2146,classic,2245417198632777,2021-04-16,
491,356,2268,classic,6555404442382073,2020-09-13,
663,111,615,classic,3517069134944698,2021-06-05,
788,1193,12743,classic,4336583963073657,2021-10-01,
384,298,1885,classic,3564921434586474,2020-01-17,
472,663,4295,classic,2379001919862117,2020-08-06,
33,1281,8217,junior2,3519468979254858,2021-08-11,
3,1251,3763,junior2,2298131323588061,2020-08-07,
672,770,5232,junior2,4819930099089,2021-06-15,
510,633,4078,junior2,4627345778175,2020-10-12,
10,1258,4587,junior2,213157988763547,2021-07-05,
6,1254,1440,junior2,4630314735168101,2021-01-20,
505,327,2117,junior2,30410230069036,2020-10-03,
6,1176,12502,junior2,4924283467942683,2019-07-03,
866,306,1929,junior2,2720223925488580,2021-12-11,
28,1276,4061,junior2,2233949875385489,2021-11-21,
423,69,438,junior2,501856373607,2020-05-17,
27,1275,7959,junior2,4105178877310512918,2021-08-10,
712,613,3913,junior2,3517070549248659,2021-07-23,
26,1274,1310,junior2,213135466084289,2020-08-01,
23,1271,4328,junior2,6011373616586876,2019-12-30,
436,494,3173,junior2,6011218496924111,2020-06-10,
414,576,3671,junior2,4136128737527109,2020-04-30,
584,348,2203,junior2,4382148114455,2021-02-02,
596,21,132,junior2,3521773405085438,2021-02-26,
17,1265,2662,junior2,4781790916430542,2021-01-05,
617,290,1833,junior2,6011706177154073,2021-03-24,
17,1009,9409,junior2,6565929707957795,2020-06-14,
361,690,4479,junior2,4221175297770815,2019-11-07,
29,1277,1691,junior2,213131588691788,2020-09-25,
380,325,2102,junior2,4754080454822398,2020-01-12,
524,273,1758,junior2,30567920221613,2020-11-07,
30,1278,3640,junior2,4430749496835822,2021-12-30,
793,460,2971,junior2,3575487976862084,2021-10-05,
67,193,1179,junior2,4472092525440,2021-09-21,
504,30,202,junior2,343284591096389,2020-10-01,
498,279,1791,junior2,4434082240604,2020-09-21,
15,1263,5323,junior2,2234049280089690,2019-06-11,
424,607,3885,junior2,3596399056044365,2020-05-17,
274,661,4270,junior2,2720006582712776,2018-07-03,
492,767,5204,junior2,4395690332211716,2020-09-14,
9,1257,4715,junior2,3566167808136193,2020-01-02,
12,1260,906,junior2,344575225745765,2021-06-04,
849,56,339,junior2,060481239402,2021-11-22,
396,347,2184,junior2,30314618890445,2020-02-11,
319,313,1980,junior2,3564221950570345,2019-06-17,
7,1255,3813,junior2,4753714371739,2021-03-09,
32,1280,2888,junior2,2294608889287075,2021-09-26,
332,227,1380,junior2,6573274070921478,2019-08-10,
8,1256,3794,junior2,3541422265161642,2021-01-01,
877,196,1197,junior2,341865142205248,2021-12-22,
22,1270,4941,junior2,349256757535230,2021-11-29,
552,1105,11237,junior2,378728917012866,2020-12-13,
446,222,1345,junior2,213175355012868,2020-06-19,
588,655,4231,junior2,213197198412246,2021-02-13,
46,331,2125,junior2,4166345774439,2021-05-01,
5,1253,649,junior2,30510858084009,2021-06-28,
4,1252,221,junior2,6011083624816252,2021-01-17,
75,158,928,junior2,30055349447373,2021-10-25,
669,7,56,junior2,30417792333544,2021-06-11,
349,390,2490,junior2,3509470041031514,2019-10-14,
587,246,1492,junior2,675982064809,2021-02-08,
20,1268,12781,junior2,346566072244109,2021-08-29,
0,1248,6567,junior2,213191293929907,2021-01-06,
13,1261,167,junior2,4084956047903400310,2021-09-14,
466,75,457,junior2,180088670178612,2020-07-29,
2,1250,174,junior2,4258121717404326,2021-04-07,
623,492,3166,junior2,6011641969538094,2021-04-09,
18,1266,2065,junior2,3568126973907794,2021-11-28,
34,1282,900,junior2,6590540951496171,2020-12-06,
482,610,3894,junior2,2720667256146169,2020-08-29,
35,1283,264,junior2,4329020768387,2021-08-13,
738,386,2478,junior2,6011192469750003,2021-08-14,
519,1016,9525,junior2,4164266091004734198,2020-10-28,
844,177,1056,junior2,4494719438790479,2021-11-19,
31,1279,629,junior2,378102328299175,2019-11-24,
238,377,2429,junior2,30418080810177,2017-03-03,
680,173,1031,junior2,370804451587817,2021-06-21,
314,600,3829,junior2,4478222767538197,2019-05-20,
771,1188,12678,junior2,3516523284244953,2021-09-19,
245,478,3084,junior2,501807279291,2017-10-09,
581,55,335,junior2,4121308288867355919,2021-01-25,
278,410,2569,junior2,4290779676777,2018-07-20,
535,51,321,junior2,36989382400689,2020-11-21,
14,1262,9787,junior2,4845834906764439,2020-08-17,
707,1167,12335,junior2,6504206861213891,2021-07-18,
248,376,2428,junior2,573133755435,2017-11-10,
889,322,2063,junior2,060424083206,2021-12-28,
507,656,4235,junior2,6011827854860491,2020-10-08,
347,40,255,junior2,4660818992788594,2019-10-13,
21,1269,1211,junior2,180009496546253,2021-10-06,
273,107,593,junior2,4746556897873862610,2018-06-27,
684,80,471,junior2,4278608533549264,2021-06-25,
480,355,2267,junior2,4102829111665,2020-08-28,
71,585,3753,junior2,3520121209587426,2021-10-01,
369,697,4518,junior2,180053585738538,2019-12-11,
295,379,2431,junior2,30257740711940,2019-01-12,
27,153,886,junior2,4521062260783885094,2020-10-19,
886,753,4974,junior2,3567646666422208,2021-12-25,
16,1264,826,junior2,341930728183126,2021-05-03,
462,591,3779,junior2,379875162977274,2020-07-23,
774,361,2312,junior2,571835058595,2021-09-23,
37,459,2958,junior2,4826312644077631,2021-02-11,
874,452,2910,junior2,4906977455307258847,2021-12-19,
1,1249,1831,junior2,4205612454497,2020-06-26,
24,1272,4588,junior2,4648360852186111,2020-01-21,
25,1273,2948,junior2,6011956935509254,2021-02-11,
443,316,2013,junior2,676393839235,2020-06-17,
19,1267,584,junior2,30113610773454,2020-04-18,
456,476,3079,junior2,6566587467133285,2020-07-06,
590,796,5579,junior2,4943875486273,2021-02-20,
16,213,1289,junior2,4982584511106350,2020-06-11,
412,539,3415,junior2,3546189202963829,2020-04-23,
512,596,3811,junior2,4023862489182,2020-10-19,
11,1259,5117,junior2,4725433808451842,2019-06-02,
744,711,4592,junior2,4366674686325,2021-08-19,
769,620,3959,junior2,571750709644,2021-09-17,
68,1007,9333,classic2,374092806057688,2021-09-25,
873,560,3577,classic2,4735890770941,2021-12-17,
752,702,4543,classic2,4795458976978990,2021-08-30,
582,340,2155,classic2,4551277297640236,2021-01-25,
365,300,1890,classic2,378472788211246,2019-11-20,
395,199,1213,classic2,180055728657939,2020-02-07,
86,486,3128,classic2,4979468751251138123,2021-12-25,
87,125,694,classic2,4703949579804980,2021-12-26,
835,742,4833,classic2,372575734762199,2021-11-10,
409,387,2481,classic2,4527767581919277780,2020-04-18,
24,698,4522,classic2,4971902840212,2020-10-07,
637,680,4417,classic2,676358607650,2021-04-29,
50,475,3075,classic2,4638394162013825752,2021-05-31,
360,562,3583,classic2,30472456400139,2019-11-07,
29,329,2122,classic2,6545009600011985,2020-11-19,
848,178,1057,classic2,30400239938828,2021-11-21,
256,464,2984,classic2,2296809357680324,2018-02-21,
243,181,1066,classic2,3540928663182593,2017-08-19,
65,544,3448,classic2,4814577388590445,2021-09-10,
14,617,3944,classic2,30116657048540,2020-04-09,
283,699,4532,classic2,341222464988250,2018-09-26,
520,359,2299,classic2,213188777121787,2020-10-29,
11,292,1842,classic2,6011416800623706,2020-01-18,
324,1233,13382,classic2,4563402845302,2019-07-06,
60,239,1453,classic2,6559838320715910,2021-08-24,
479,598,3821,classic2,4206402855738516,2020-08-23,
853,466,2998,classic2,30246326605352,2021-11-25,
808,60,370,classic2,676117796836,2021-10-18,
564,130,722,classic2,4659594562326312,2020-12-29,
560,891,7434,classic2,4481281985337522,2020-12-23,
533,555,3544,classic2,4743878891757074713,2020-11-19,
23,431,2715,classic2,4266251152423000171,2020-09-12,
56,509,3253,classic2,2239885592185022,2021-07-30,
812,769,5224,classic2,6545327260909664,2021-10-20,
4,427,2688,classic2,4069675852020212,2019-01-25,
78,445,2820,classic2,30469597311092,2021-11-19,
809,74,453,classic2,213166926892565,2021-10-18,
604,276,1765,classic2,6547411059809349,2021-03-07,
804,792,5526,classic2,2276206251114753,2021-10-11,
826,333,2128,classic2,4090730454747080961,2021-11-04,
805,385,2476,classic2,4187153596218546300,2021-10-12,
38,100,562,classic2,4916975686212625487,2021-02-21,
261,737,4791,classic2,3530537085445058,2018-04-13,
41,444,2815,classic2,4865522959385864051,2021-04-03,
694,450,2880,classic2,4743338658926,2021-07-07,
22,182,1067,classic2,2299271668618831,2020-08-31,
828,429,2709,classic2,4411868416843733,2021-11-05,
375,786,5478,classic2,4277734392427359,2019-12-31,
832,217,1316,classic2,4940910528335245934,2021-11-09,
438,353,2259,classic2,4800150598905732657,2020-06-11,
755,1098,11063,classic2,4717405399769517204,2021-09-01,
740,406,2548,classic2,3541417109272274,2021-08-16,
592,391,2493,classic2,3527377882693211,2021-02-24,
699,66,425,classic2,4848784266281309,2021-07-08,
54,277,1777,classic2,30079569620212,2021-07-12,
47,186,1133,classic2,3500414347890503,2021-05-12,
249,483,3115,classic2,3529085354276898,2017-11-24,
346,547,3477,classic2,6556605002811298,2019-10-11,
605,1230,13312,classic2,4587758746819495,2021-03-08,
337,890,7422,classic2,2576583087226226,2019-09-08,
79,704,4553,classic2,4464661731154678605,2021-11-21,
80,1137,11771,classic2,3541953600425680,2021-12-01,
811,339,2154,classic2,583856374017,2021-10-19,
31,200,1220,classic2,3530753368602956,2020-12-09,
786,956,8502,classic2,3572774245770088,2021-09-30,
597,529,3357,classic2,4191472266364044098,2021-02-27,
870,886,7325,classic2,4174548628257029740,2021-12-15,
775,242,1473,classic2,676204812769,2021-09-24,
378,714,4638,classic2,6011012470987743,2020-01-09,
268,1247,13660,classic2,30127299218144,2018-06-13,
48,458,2951,classic2,4010907839076425,2021-05-14,
603,672,4349,classic2,3572991457769448,2021-03-07,
422,791,5521,classic2,563618939893,2020-05-12,
34,575,3667,classic2,3520735278742289,2020-12-25,
717,525,3337,classic2,676210306095,2021-07-27,
30,382,2445,classic2,4424384479698639,2020-11-22,
653,212,1280,classic2,6563684066657682,2021-05-24,
74,488,3134,classic2,3521815647457006,2021-10-20,
428,305,1914,classic2,4339874017963,2020-05-23,
294,771,5233,classic2,6011201940984238,2019-01-08,
247,369,2363,classic2,6564581387303880,2017-11-08,
2,261,1629,classic2,4066944418832210,2018-11-09,
70,255,1579,classic2,4034935953925525,2021-10-01,
426,847,6610,classic2,30165917695145,2020-05-20,
411,350,2226,classic2,30471239807198,2020-04-20,
782,782,5376,classic2,6011149267039013,2021-09-29,
500,206,1243,classic2,6505254526900360,2020-09-22,
279,136,778,classic2,3508984013117649,2018-07-28,
550,536,3404,classic2,4854486795228,2020-12-13,
334,278,1779,classic2,4923984456359,2019-08-15,
345,601,3830,classic2,4027540405496805166,2019-10-08,
59,461,2977,classic2,6574951849043085,2021-08-21,
51,362,2320,classic2,560113374154,2021-06-21,
859,1169,12354,classic2,4468047533453625,2021-11-30,
772,1024,9622,classic2,3521911171505268,2021-09-20,
40,269,1718,classic2,3588931336069018,2021-03-22,
325,407,2555,classic2,213134444457477,2019-07-11,
7,1187,12635,classic2,4710224121130313,2019-07-17,
383,850,6644,classic2,2282550664451415,2020-01-16,
469,454,2921,classic2,3521604122368833,2020-08-01,
5,286,1812,classic2,675978791217,2019-04-21,
25,874,7127,classic2,3575763952648147,2020-10-07,
49,906,7683,classic2,2267345954073279,2021-05-18,
477,140,798,classic2,3545078894887464,2020-08-22,
542,532,3382,classic2,4846346908877555,2020-11-30,
689,627,3994,classic2,4133272936998487194,2021-07-05,
647,645,4166,classic2,6011784592124724,2021-05-17,
523,1056,10220,classic2,3596956116807972,2020-11-06,
331,670,4343,classic2,6509843456077524,2019-08-08,
751,1023,9621,classic2,213137281391931,2021-08-30,
310,37,238,classic2,4161099412617,2019-04-20,
631,89,497,classic2,348524414390062,2021-04-22,
84,371,2388,classic2,6011003605968948,2021-12-13,
81,819,5978,classic2,5232925873228982,2021-12-06,
21,546,3465,classic2,4159303020812818187,2020-08-19,
888,674,4360,classic2,4918866148154682,2021-12-28,
3,296,1876,classic2,4642905269559999,2018-11-13,
63,307,1930,classic2,180025830643002,2021-09-05,
719,308,1938,classic2,3595870285906922,2021-07-30,
77,253,1536,classic2,213197919212883,2021-11-14,
15,184,1089,classic2,4650070703874128608,2020-06-03,
716,344,2168,classic2,6504327511982204,2021-07-27,
26,638,4100,classic2,370999249246534,2020-10-14,
