index,period_transactions_total,card_number,is_full_payer,payment_type,balance_percent,card_id,remaining_balance_last_period,total_amount_owed,total_amount_paid,total_interest_applied,remaining_balance_this_period,period_start,period_end,payment_completed_date,payment_due_date
4162,14095.44,562296297384,1,0,100,234,0,14095.44,14095.44,0,0,2020-12-13,2020-12-13,2020-12-13,2021-02-13
4258,3611.02,676204812769,0,0,100,242,0,3611.02,3611.02,0,0,2021-10-19,2021-10-19,2021-10-19,2021-12-19
4259,5215.41,676204812769,0,0,100,242,0,5215.41,5215.41,0,0,2021-11-19,2021-11-19,2021-11-19,2022-01-19
4260,1564.94,676204812769,0,0,100,242,0,1564.94,1564.94,0,0,2021-12-19,2021-12-19,2021-12-19,2022-02-19
4257,2222.92,676204812769,0,0,100,242,0,2222.92,2222.92,0,0,2021-09-19,2021-09-19,2021-09-19,2021-11-19
4373,13435.06,30162636056147,1,0,100,250,0,13435.06,13435.06,0,0,2021-10-21,2021-10-21,2021-10-21,2021-12-21
4376,5574.39,30162636056147,1,0,100,250,0,5574.39,5574.39,0,0,2021-12-21,2021-12-21,2021-12-21,2022-02-21
4375,29037.74,30162636056147,1,0,100,250,19070.7105624215,48108.4505624215,48108.4505624215,0,0,2021-11-21,2021-11-21,2021-11-21,2022-01-21
4371,9280.87,30162636056147,1,0,100,250,0,9280.87,9280.87,0,0,2021-08-21,2021-08-21,2021-08-21,2021-10-21
4372,7996.45,30162636056147,1,0,100,250,0,7996.45,7996.45,0,0,2021-09-21,2021-09-21,2021-09-21,2021-11-21
4369,9844.11,30162636056147,1,0,100,250,0,9844.11,9844.11,0,0,2021-06-21,2021-06-21,2021-06-21,2021-08-21
4370,11611.03,30162636056147,1,0,100,250,0,11611.03,11611.03,0,0,2021-07-21,2021-07-21,2021-07-21,2021-09-21
4489,3146.02,213164995238299,0,0,100,260,0,3146.02,3146.02,0,0,2021-10-08,2021-10-08,2021-10-08,2021-12-08
4488,6751.89,213164995238299,0,0,100,260,0,6751.89,6751.89,0,0,2021-09-08,2021-09-08,2021-09-08,2021-11-08
4490,6179.39,213164995238299,0,0,100,260,0,6179.39,6179.39,0,0,2021-11-08,2021-11-08,2021-11-08,2022-01-08
4487,5687.48,213164995238299,0,0,100,260,0,5687.48,5687.48,0,0,2021-08-08,2021-08-08,2021-08-08,2021-10-08
4485,283.8,213164995238299,0,0,100,260,0,283.8,283.8,0,0,2021-06-08,2021-06-08,2021-06-08,2021-08-08
4491,7483.86,213164995238299,0,0,100,260,0,7483.86,7483.86,0,0,2021-12-08,2021-12-08,2021-12-08,2022-02-08
4486,5123.39,213164995238299,0,0,100,260,0,5123.39,5123.39,0,0,2021-07-08,2021-07-08,2021-07-08,2021-09-08
4753,4575.92,6547411059809349,1,0,100,276,1614.42095704203,6190.34095704203,6190.34095704203,0,0,2021-10-16,2021-10-16,2021-10-16,2021-12-16
4751,1738.11,6547411059809349,1,0,100,276,0,1738.11,1738.11,0,0,2021-09-16,2021-09-16,2021-09-16,2021-11-16
4744,1919.12,6547411059809349,1,0,100,276,0,1919.12,1919.12,0,0,2021-03-16,2021-03-16,2021-03-16,2021-05-16
4748,2044.92,6547411059809349,1,0,100,276,0,2044.92,2044.92,0,0,2021-06-16,2021-06-16,2021-06-16,2021-08-16
4743,10123.96,6547411059809349,1,0,100,276,0,10123.96,10123.96,0,0,2021-02-16,2021-02-16,2021-02-16,2021-04-16
4746,4187.48,6547411059809349,1,0,100,276,3130.58035881184,7318.06035881184,7318.06035881184,0,0,2021-04-16,2021-04-16,2021-04-16,2021-06-16
4749,3203.93,6547411059809349,1,0,100,276,0,3203.93,3203.93,0,0,2021-07-16,2021-07-16,2021-07-16,2021-09-16
4757,4606.42,6547411059809349,1,0,100,276,2375.55180356772,6981.97180356771,6981.97180356771,0,0,2021-12-16,2021-12-16,2021-12-16,2022-02-16
4755,6920.62,6547411059809349,1,0,100,276,4163.02466261666,11083.6446626167,11083.6446626167,0,0,2021-11-16,2021-11-16,2021-11-16,2022-01-16
4750,6228.07,6547411059809349,1,0,100,276,0,6228.07,6228.07,0,0,2021-08-16,2021-08-16,2021-08-16,2021-10-16
4747,7665.47,6547411059809349,1,0,100,276,0,7665.47,7665.47,0,0,2021-05-16,2021-05-16,2021-05-16,2021-07-16
4970,4398.26,6011416800623706,0,0,100,292,0,4398.26,4398.26,0,0,2020-04-10,2020-04-10,2020-04-10,2020-06-10
4968,7487.09,6011416800623706,0,0,100,292,0,7487.09,7487.09,0,0,2020-02-10,2020-02-10,2020-02-10,2020-04-10
4972,4188.69,6011416800623706,0,0,100,292,0,4188.69,4188.69,0,0,2020-06-10,2020-06-10,2020-06-10,2020-08-10
4976,4314.94,6011416800623706,0,0,100,292,0,4314.94,4314.94,0,0,2020-10-10,2020-10-10,2020-10-10,2020-12-10
4981,5026.29,6011416800623706,0,0,100,292,0,5026.29,5026.29,0,0,2021-03-10,2021-03-10,2021-03-10,2021-05-10
4982,5362.28,6011416800623706,0,0,100,292,0,5362.28,5362.28,0,0,2021-04-10,2021-04-10,2021-04-10,2021-06-10
4986,4314.89,6011416800623706,0,0,100,292,3368.36280072699,8087.45633681423,8087.45633681423,404.203536087239,0,2021-08-10,2021-08-10,2021-08-10,2021-10-10
4974,5864.76,6011416800623706,0,0,100,292,0,5864.76,5864.76,0,0,2020-08-10,2020-08-10,2020-08-10,2020-10-10
4971,6441.07,6011416800623706,0,0,100,292,0,6441.07,6441.07,0,0,2020-05-10,2020-05-10,2020-05-10,2020-07-10
4990,7044.35,6011416800623706,0,0,100,292,0,7044.35,7044.35,0,0,2021-12-10,2021-12-10,2021-12-10,2022-02-10
4967,1906.5,6011416800623706,0,0,100,292,0,1906.5,1906.5,0,0,2020-01-10,2020-01-10,2020-01-10,2020-03-10
4978,14770.89,6011416800623706,0,0,100,292,0,14770.89,14770.89,0,0,2020-12-10,2020-12-10,2020-12-10,2021-02-10
4979,3966.53,6011416800623706,0,0,100,292,0,3966.53,3966.53,0,0,2021-01-10,2021-01-10,2021-01-10,2021-03-10
4977,7068.65,6011416800623706,0,0,100,292,0,7068.65,7068.65,0,0,2020-11-10,2020-11-10,2020-11-10,2021-01-10
4988,5773.23,6011416800623706,0,0,100,292,0,5773.23,5773.23,0,0,2021-10-10,2021-10-10,2021-10-10,2021-12-10
4980,3047.28,6011416800623706,0,0,100,292,0,3047.28,3047.28,0,0,2021-02-10,2021-02-10,2021-02-10,2021-04-10
4973,6627.96,6011416800623706,0,0,100,292,0,6627.96,6627.96,0,0,2020-07-10,2020-07-10,2020-07-10,2020-09-10
4987,4229.83,6011416800623706,0,0,100,292,0,4229.83,4229.83,0,0,2021-09-10,2021-09-10,2021-09-10,2021-11-10
4975,5285.91,6011416800623706,0,0,100,292,0,5285.91,5285.91,0,0,2020-09-10,2020-09-10,2020-09-10,2020-11-10
4989,5802.87,6011416800623706,0,0,100,292,0,5802.87,5802.87,0,0,2021-11-10,2021-11-10,2021-11-10,2022-01-10
4969,5144.46,6011416800623706,0,0,100,292,0,5144.46,5144.46,0,0,2020-03-10,2020-03-10,2020-03-10,2020-05-10
5302,1296.6,3595870285906922,1,0,100,308,0,1296.6,1296.6,0,0,2021-07-15,2021-07-15,2021-07-15,2021-09-15
5308,3705.47,3595870285906922,1,0,100,308,0,3705.47,3705.47,0,0,2021-12-15,2021-12-15,2021-12-15,2022-02-15
5307,17833.94,3595870285906922,1,0,100,308,8929.36070160625,26763.3007016062,26763.3007016062,0,0,2021-11-15,2021-11-15,2021-11-15,2022-01-15
5305,7905.37,3595870285906922,1,0,100,308,0,7905.37,7905.37,0,0,2021-10-15,2021-10-15,2021-10-15,2021-12-15
5304,2501.84,3595870285906922,1,0,100,308,0,2501.84,2501.84,0,0,2021-09-15,2021-09-15,2021-09-15,2021-11-15
5303,3394.35,3595870285906922,1,0,100,308,0,3394.35,3394.35,0,0,2021-08-15,2021-08-15,2021-08-15,2021-10-15
5538,5275.88,4705541419818,1,0,100,324,0,5275.88,5275.88,0,0,2020-02-26,2020-02-26,2020-02-26,2020-04-26
5537,825.44,4705541419818,1,0,100,324,0,825.44,825.44,0,0,2020-01-26,2020-01-26,2020-01-26,2020-03-26
5567,4570.08,4705541419818,1,0,100,324,1874.61849015512,6444.69849015511,6444.69849015511,0,0,2021-12-26,2021-12-26,2021-12-26,2022-02-26
5565,10998.47,4705541419818,1,0,100,324,0,10998.47,10998.47,0,0,2021-11-26,2021-11-26,2021-11-26,2022-01-26
5542,7003.05,4705541419818,1,0,100,324,0,7003.05,7003.05,0,0,2020-05-26,2020-05-26,2020-05-26,2020-07-26
5563,6453.86,4705541419818,1,0,100,324,0,6453.86,6453.86,0,0,2021-09-26,2021-09-26,2021-09-26,2021-11-26
5560,8983.81,4705541419818,1,0,100,324,0,8983.81,8983.81,0,0,2021-07-26,2021-07-26,2021-07-26,2021-09-26
5546,22895.22,4705541419818,1,0,100,324,18373.9247802069,41269.1447802069,41269.1447802069,0,0,2020-08-26,2020-08-26,2020-08-26,2020-10-26
5544,8486.09,4705541419818,1,0,100,324,0,8486.09,8486.09,0,0,2020-07-26,2020-07-26,2020-07-26,2020-09-26
5555,7034.28,4705541419818,1,0,100,324,0,7034.28,7034.28,0,0,2021-04-26,2021-04-26,2021-04-26,2021-06-26
5553,4369.93,4705541419818,1,0,100,324,0,4369.93,4369.93,0,0,2021-02-26,2021-02-26,2021-02-26,2021-04-26
5554,5207.62,4705541419818,1,0,100,324,0,5207.62,5207.62,0,0,2021-03-26,2021-03-26,2021-03-26,2021-05-26
5543,5356.62,4705541419818,1,0,100,324,0,5356.62,5356.62,0,0,2020-06-26,2020-06-26,2020-06-26,2020-08-26
5541,4451.2,4705541419818,1,0,100,324,0,4451.2,4451.2,0,0,2020-04-26,2020-04-26,2020-04-26,2020-06-26
5562,10161.1,4705541419818,1,0,100,324,4012.50821240686,14173.6082124069,14173.6082124069,0,0,2021-08-26,2021-08-26,2021-08-26,2021-10-26
5559,13735.86,4705541419818,1,0,100,324,1043.79309368862,14779.6530936886,14779.6530936886,0,0,2021-06-26,2021-06-26,2021-06-26,2021-08-26
5552,6648.3,4705541419818,1,0,100,324,0,6648.3,6648.3,0,0,2021-01-26,2021-01-26,2021-01-26,2021-03-26
5564,6745.24,4705541419818,1,0,100,324,0,6745.24,6745.24,0,0,2021-10-26,2021-10-26,2021-10-26,2021-12-26
5550,19749.18,4705541419818,1,0,100,324,8510.57980652635,28259.7598065263,28259.7598065263,0,0,2020-11-26,2020-11-26,2020-11-26,2021-01-26
5551,6895.27,4705541419818,1,0,100,324,0,6895.27,6895.27,0,0,2020-12-26,2020-12-26,2020-12-26,2021-02-26
5557,28931.24,4705541419818,1,0,100,324,10859.8475179614,39791.0875179614,39791.0875179614,0,0,2021-05-26,2021-05-26,2021-05-26,2021-07-26
5548,5888.03,4705541419818,1,0,100,324,0,5888.03,5888.03,0,0,2020-10-26,2020-10-26,2020-10-26,2020-12-26
5540,8895.2,4705541419818,1,0,100,324,4876.21737540733,13771.4173754073,13771.4173754073,0,0,2020-03-26,2020-03-26,2020-03-26,2020-05-26
5547,4335.08,4705541419818,1,0,100,324,0,4335.08,4335.08,0,0,2020-09-26,2020-09-26,2020-09-26,2020-11-26
5760,11067.98,4551277297640236,0,0,100,340,9348.2247603331,20416.2047603331,20416.2047603331,0,0,2021-06-13,2021-06-13,2021-06-13,2021-08-13
5766,5523.48,4551277297640236,0,0,100,340,0,5523.48,5523.48,0,0,2021-12-13,2021-12-13,2021-12-13,2022-02-13
5762,4786.6,4551277297640236,0,0,100,340,0,4786.6,4786.6,0,0,2021-08-13,2021-08-13,2021-08-13,2021-10-13
5756,7785.78,4551277297640236,0,0,100,340,2278.5094298392,10064.2894298392,10064.2894298392,0,0,2021-03-13,2021-03-13,2021-03-13,2021-05-13
5765,5274.75,4551277297640236,0,0,100,340,3075.63872248992,8682.55770451883,8682.55770451883,332.168982028912,0,2021-11-13,2021-11-13,2021-11-13,2022-01-13
5761,6785.59,4551277297640236,0,0,100,340,0,6785.59,6785.59,0,0,2021-07-13,2021-07-13,2021-07-13,2021-09-13
5763,5932.82,4551277297640236,0,0,100,340,0,5932.82,5932.82,0,0,2021-09-13,2021-09-13,2021-09-13,2021-11-13
6012,3646.16,6555404442382073,0,0,100,356,0,3646.16,3646.16,0,0,2021-10-12,2021-10-12,2021-10-12,2021-12-12
6007,7147.41,6555404442382073,0,0,100,356,0,7147.41,7147.41,0,0,2021-05-12,2021-05-12,2021-05-12,2021-07-12
6013,6126.87,6555404442382073,0,0,100,356,0,6126.87,6126.87,0,0,2021-11-12,2021-11-12,2021-11-12,2022-01-12
6002,9517.55,6555404442382073,0,0,100,356,0,9517.55,9517.55,0,0,2020-12-12,2020-12-12,2020-12-12,2021-02-12
6008,7961.84,6555404442382073,0,0,100,356,0,7961.84,7961.84,0,0,2021-06-12,2021-06-12,2021-06-12,2021-08-12
6009,6404.58,6555404442382073,0,0,100,356,0,6404.58,6404.58,0,0,2021-07-12,2021-07-12,2021-07-12,2021-09-12
6011,4518.17,6555404442382073,0,0,100,356,0,4518.17,4518.17,0,0,2021-09-12,2021-09-12,2021-09-12,2021-11-12
6000,3477.47,6555404442382073,0,0,100,356,3807.47,7671.398205,7671.398205,386.458205,0,2020-10-12,2020-10-12,2020-10-12,2020-12-12
6004,3190.34,6555404442382073,0,0,100,356,0,3190.34,3190.34,0,0,2021-02-12,2021-02-12,2021-02-12,2021-04-12
6005,7250.93,6555404442382073,0,0,100,356,0,7250.93,7250.93,0,0,2021-03-12,2021-03-12,2021-03-12,2021-05-12
6001,5363.91,6555404442382073,0,0,100,356,0,5363.91,5363.91,0,0,2020-11-12,2020-11-12,2020-11-12,2021-01-12
6014,4680.68,6555404442382073,0,0,100,356,0,4680.68,4680.68,0,0,2021-12-12,2021-12-12,2021-12-12,2022-02-12
6003,2803.78,6555404442382073,0,0,100,356,0,2803.78,2803.78,0,0,2021-01-12,2021-01-12,2021-01-12,2021-03-12
6010,6523.32,6555404442382073,0,0,100,356,0,6523.32,6523.32,0,0,2021-08-12,2021-08-12,2021-08-12,2021-10-12
6006,6517.77,6555404442382073,0,0,100,356,0,6517.77,6517.77,0,0,2021-04-12,2021-04-12,2021-04-12,2021-06-12
6257,22216.34,4963435665941485,0,0,100,372,7389.76856446428,29606.1085644643,29606.1085644643,0,0,2020-07-16,2020-07-16,2020-07-16,2020-09-16
6274,13817.82,4963435665941485,0,0,100,372,0,13817.82,13817.82,0,0,2021-11-16,2021-11-16,2021-11-16,2022-01-16
6240,4992.04,4963435665941485,0,0,100,372,0,4992.04,4992.04,0,0,2019-03-16,2019-03-16,2019-03-16,2019-05-16
6249,14123.61,4963435665941485,0,0,100,372,0,14123.61,14123.61,0,0,2019-12-16,2019-12-16,2019-12-16,2020-02-16
6252,22776.54,4963435665941485,0,0,100,372,4889.91,28179.89055,28179.89055,513.44055,0,2020-03-16,2020-03-16,2020-03-16,2020-05-16
6273,10078.3,4963435665941485,0,0,100,372,0,10078.3,10078.3,0,0,2021-10-16,2021-10-16,2021-10-16,2021-12-16
6258,7068.71,4963435665941485,0,0,100,372,0,7068.71,7068.71,0,0,2020-08-16,2020-08-16,2020-08-16,2020-10-16
6261,19155.53,4963435665941485,0,0,100,372,6233.25427780247,25672.3973474425,25672.3973474425,283.613069640012,0,2020-11-16,2020-11-16,2020-11-16,2021-01-16
6264,10563.76,4963435665941485,0,0,100,372,13079.5488426738,23643.3088426738,23643.3088426738,0,0,2021-01-16,2021-01-16,2021-01-16,2021-03-16
6266,10714,4963435665941485,0,0,100,372,0,10714,10714,0,0,2021-03-16,2021-03-16,2021-03-16,2021-05-16
6243,6529.09,4963435665941485,0,0,100,372,0,6529.09,6529.09,0,0,2019-06-16,2019-06-16,2019-06-16,2019-08-16
6246,4044.9,4963435665941485,0,0,100,372,0,4044.9,4044.9,0,0,2019-09-16,2019-09-16,2019-09-16,2019-11-16
6250,4308.13,4963435665941485,0,0,100,372,0,4308.13,4308.13,0,0,2020-01-16,2020-01-16,2020-01-16,2020-03-16
6265,18818.53,4963435665941485,0,0,100,372,0,18818.53,18818.53,0,0,2021-02-16,2021-02-16,2021-02-16,2021-04-16
6244,9965.09,4963435665941485,0,0,100,372,0,9965.09,9965.09,0,0,2019-07-16,2019-07-16,2019-07-16,2019-09-16
6254,8048.41,4963435665941485,0,0,100,372,0,8048.41,8048.41,0,0,2020-05-16,2020-05-16,2020-05-16,2020-07-16
6269,22902.58,4963435665941485,0,0,100,372,8096.63,31537.635895,31537.635895,538.425895,0,2021-06-16,2021-06-16,2021-06-16,2021-08-16
6253,6027.86,4963435665941485,0,0,100,372,0,6027.86,6027.86,0,0,2020-04-16,2020-04-16,2020-04-16,2020-06-16
6271,14287.75,4963435665941485,0,0,100,372,5185.47540419665,19981.4019938079,19981.4019938079,508.176589611272,0,2021-08-16,2021-08-16,2021-08-16,2021-10-16
6272,7290.27,4963435665941485,0,0,100,372,0,7290.27,7290.27,0,0,2021-09-16,2021-09-16,2021-09-16,2021-11-16
6259,5464.12,4963435665941485,0,0,100,372,0,5464.12,5464.12,0,0,2020-09-16,2020-09-16,2020-09-16,2020-11-16
6242,6413.78,4963435665941485,0,0,100,372,5324.73,12241.696985,12241.696985,503.186985,0,2019-05-16,2019-05-16,2019-05-16,2019-07-16
6248,8078.34,4963435665941485,0,0,100,372,8561.19,17508.490785,17508.490785,868.960785,0,2019-11-16,2019-11-16,2019-11-16,2020-01-16
6267,5112.51,4963435665941485,0,0,100,372,0,5112.51,5112.51,0,0,2021-04-16,2021-04-16,2021-04-16,2021-06-16
6275,7115.63,4963435665941485,0,0,100,372,0,7115.63,7115.63,0,0,2021-12-16,2021-12-16,2021-12-16,2022-02-16
6245,11180.69,4963435665941485,0,0,100,372,0,11180.69,11180.69,0,0,2019-08-16,2019-08-16,2019-08-16,2019-10-16
6829,5946.78,3528262781781698,1,0,100,404,0,5946.78,5946.78,0,0,2021-11-16,2021-11-16,2021-11-16,2022-01-16
7333,5679.04,3584112131633423,1,0,100,436,0,5679.04,5679.04,0,0,2021-04-15,2021-04-15,2021-04-15,2021-06-15
7334,12592.45,3584112131633423,1,0,100,436,0,12592.45,12592.45,0,0,2021-05-15,2021-05-15,2021-05-15,2021-07-15
7332,6684.15,3584112131633423,1,0,100,436,0,6684.15,6684.15,0,0,2021-03-15,2021-03-15,2021-03-15,2021-05-15
7342,17080.14,3584112131633423,1,0,100,436,10050.8941644419,27131.0341644419,27131.0341644419,0,0,2021-11-15,2021-11-15,2021-11-15,2022-01-15
7340,5359.92,3584112131633423,1,0,100,436,0,5359.92,5359.92,0,0,2021-10-15,2021-10-15,2021-10-15,2021-12-15
7327,7599.02,3584112131633423,1,0,100,436,0,7599.02,7599.02,0,0,2020-11-15,2020-11-15,2020-11-15,2021-01-15
7325,1234.56,3584112131633423,1,0,100,436,0,1234.56,1234.56,0,0,2020-09-15,2020-09-15,2020-09-15,2020-11-15
7331,10059.17,3584112131633423,1,0,100,436,0,10059.17,10059.17,0,0,2021-02-15,2021-02-15,2021-02-15,2021-04-15
7330,5720.27,3584112131633423,1,0,100,436,0,5720.27,5720.27,0,0,2021-01-15,2021-01-15,2021-01-15,2021-03-15
7336,15429.76,3584112131633423,1,0,100,436,10839.3314315654,26269.0914315654,26269.0914315654,0,0,2021-06-15,2021-06-15,2021-06-15,2021-08-15
7326,5534.6,3584112131633423,1,0,100,436,0,5534.6,5534.6,0,0,2020-10-15,2020-10-15,2020-10-15,2020-12-15
7338,7331.22,3584112131633423,1,0,100,436,0,7331.22,7331.22,0,0,2021-08-15,2021-08-15,2021-08-15,2021-10-15
7337,10993.62,3584112131633423,1,0,100,436,0,10993.62,10993.62,0,0,2021-07-15,2021-07-15,2021-07-15,2021-09-15
7329,17969.28,3584112131633423,1,0,100,436,6725.57134619127,24694.8513461913,24694.8513461913,0,0,2020-12-15,2020-12-15,2020-12-15,2021-02-15
7343,4377.93,3584112131633423,1,0,100,436,0,4377.93,4377.93,0,0,2021-12-15,2021-12-15,2021-12-15,2022-02-15
7339,7056.85,3584112131633423,1,0,100,436,0,7056.85,7056.85,0,0,2021-09-15,2021-09-15,2021-09-15,2021-11-15
7769,3714.38,4654790394884560,1,0,100,468,0,3714.38,3714.38,0,0,2018-08-27,2018-08-27,2018-08-27,2018-10-27
7761,2084.08,4654790394884560,1,0,100,468,0,2084.08,2084.08,0,0,2018-01-27,2018-01-27,2018-01-27,2018-03-27
7801,10718.06,4654790394884560,1,0,100,468,1826.31080955311,12544.3708095531,12544.3708095531,0,0,2020-10-27,2020-10-27,2020-10-27,2020-12-27
7766,9935.08,4654790394884560,1,0,100,468,4082.71878081578,14017.7987808158,14017.7987808158,0,0,2018-05-27,2018-05-27,2018-05-27,2018-07-27
7777,3957.6,4654790394884560,1,0,100,468,0,3957.6,3957.6,0,0,2019-02-27,2019-02-27,2019-02-27,2019-04-27
7812,4923.61,4654790394884560,1,0,100,468,0,4923.61,4923.61,0,0,2021-08-27,2021-08-27,2021-08-27,2021-10-27
7804,2860.81,4654790394884560,1,0,100,468,0,2860.81,2860.81,0,0,2021-01-27,2021-01-27,2021-01-27,2021-03-27
7794,4025.96,4654790394884560,1,0,100,468,0,4025.96,4025.96,0,0,2020-06-27,2020-06-27,2020-06-27,2020-08-27
7815,9474.2,4654790394884560,1,0,100,468,0,9474.2,9474.2,0,0,2021-11-27,2021-11-27,2021-11-27,2022-01-27
7807,4495.83,4654790394884560,1,0,100,468,0,4495.83,4495.83,0,0,2021-04-27,2021-04-27,2021-04-27,2021-06-27
7792,7423.98,4654790394884560,1,0,100,468,0,7423.98,7423.98,0,0,2020-04-27,2020-04-27,2020-04-27,2020-06-27
7810,4373.67,4654790394884560,1,0,100,468,0,4373.67,4373.67,0,0,2021-06-27,2021-06-27,2021-06-27,2021-08-27
7806,4553.21,4654790394884560,1,0,100,468,0,4553.21,4553.21,0,0,2021-03-27,2021-03-27,2021-03-27,2021-05-27
7795,5388.67,4654790394884560,1,0,100,468,0,5388.67,5388.67,0,0,2020-07-27,2020-07-27,2020-07-27,2020-09-27
7776,2606.37,4654790394884560,1,0,100,468,0,2606.37,2606.37,0,0,2019-01-27,2019-01-27,2019-01-27,2019-03-27
7763,2811.54,4654790394884560,1,0,100,468,0,2811.54,2811.54,0,0,2018-03-27,2018-03-27,2018-03-27,2018-05-27
7787,3475.06,4654790394884560,1,0,100,468,0,3475.06,3475.06,0,0,2019-12-27,2019-12-27,2019-12-27,2020-02-27
7772,5997.68,4654790394884560,1,0,100,468,2745.74192473223,8743.42192473223,8743.42192473223,0,0,2018-10-27,2018-10-27,2018-10-27,2018-12-27
7788,3585.52,4654790394884560,1,0,100,468,0,3585.52,3585.52,0,0,2020-01-27,2020-01-27,2020-01-27,2020-03-27
7811,4564.82,4654790394884560,1,0,100,468,0,4564.82,4564.82,0,0,2021-07-27,2021-07-27,2021-07-27,2021-09-27
7782,4217.15,4654790394884560,1,0,100,468,0,4217.15,4217.15,0,0,2019-07-27,2019-07-27,2019-07-27,2019-09-27
7809,12875.34,4654790394884560,1,0,100,468,5185.82005740521,18061.1600574052,18061.1600574052,0,0,2021-05-27,2021-05-27,2021-05-27,2021-07-27
7783,2837.01,4654790394884560,1,0,100,468,0,2837.01,2837.01,0,0,2019-08-27,2019-08-27,2019-08-27,2019-10-27
7767,3542.19,4654790394884560,1,0,100,468,0,3542.19,3542.19,0,0,2018-06-27,2018-06-27,2018-06-27,2018-08-27
7780,4481.4,4654790394884560,1,0,100,468,0,4481.4,4481.4,0,0,2019-05-27,2019-05-27,2019-05-27,2019-07-27
7779,4391.71,4654790394884560,1,0,100,468,0,4391.71,4391.71,0,0,2019-04-27,2019-04-27,2019-04-27,2019-06-27
7805,6390.27,4654790394884560,1,0,100,468,0,6390.27,6390.27,0,0,2021-02-27,2021-02-27,2021-02-27,2021-04-27
7764,1783.48,4654790394884560,1,0,100,468,0,1783.48,1783.48,0,0,2018-04-27,2018-04-27,2018-04-27,2018-06-27
7797,18059.38,4654790394884560,1,0,100,468,6817.15316760825,24876.5331676082,24876.5331676082,0,0,2020-08-27,2020-08-27,2020-08-27,2020-10-27
7781,5541.54,4654790394884560,1,0,100,468,0,5541.54,5541.54,0,0,2019-06-27,2019-06-27,2019-06-27,2019-08-27
7784,3428.89,4654790394884560,1,0,100,468,0,3428.89,3428.89,0,0,2019-09-27,2019-09-27,2019-09-27,2019-11-27
7803,3999.95,4654790394884560,1,0,100,468,0,3999.95,3999.95,0,0,2020-12-27,2020-12-27,2020-12-27,2021-02-27
7778,4310.66,4654790394884560,1,0,100,468,0,4310.66,4310.66,0,0,2019-03-27,2019-03-27,2019-03-27,2019-05-27
7790,7404.24,4654790394884560,1,0,100,468,2806.87598012306,10211.1159801231,10211.1159801231,0,0,2020-02-27,2020-02-27,2020-02-27,2020-04-27
7813,2974.17,4654790394884560,1,0,100,468,0,2974.17,2974.17,0,0,2021-09-27,2021-09-27,2021-09-27,2021-11-27
7786,5835.34,4654790394884560,1,0,100,468,0,5835.34,5835.34,0,0,2019-11-27,2019-11-27,2019-11-27,2020-01-27
7802,9425.52,4654790394884560,1,0,100,468,0,9425.52,9425.52,0,0,2020-11-27,2020-11-27,2020-11-27,2021-01-27
7793,6028.91,4654790394884560,1,0,100,468,0,6028.91,6028.91,0,0,2020-05-27,2020-05-27,2020-05-27,2020-07-27
7768,3838.31,4654790394884560,1,0,100,468,0,3838.31,3838.31,0,0,2018-07-27,2018-07-27,2018-07-27,2018-09-27
7785,13051.48,4654790394884560,1,0,100,468,0,13051.48,13051.48,0,0,2019-10-27,2019-10-27,2019-10-27,2019-12-27
7775,8592.42,4654790394884560,1,0,100,468,4565.08015751378,13157.5001575138,13157.5001575138,0,0,2018-12-27,2018-12-27,2018-12-27,2019-02-27
7770,3627.06,4654790394884560,1,0,100,468,0,3627.06,3627.06,0,0,2018-09-27,2018-09-27,2018-09-27,2018-11-27
7814,4684.87,4654790394884560,1,0,100,468,0,4684.87,4684.87,0,0,2021-10-27,2021-10-27,2021-10-27,2021-12-27
7816,1631.96,4654790394884560,1,0,100,468,0,1631.96,1631.96,0,0,2021-12-27,2021-12-27,2021-12-27,2022-02-27
7799,7841.6,4654790394884560,1,0,100,468,5318.0356773676,13159.6356773676,13159.6356773676,0,0,2020-09-27,2020-09-27,2020-09-27,2020-11-27
7791,5578.4,4654790394884560,1,0,100,468,0,5578.4,5578.4,0,0,2020-03-27,2020-03-27,2020-03-27,2020-05-27
7762,9400.04,4654790394884560,1,0,100,468,0,9400.04,9400.04,0,0,2018-02-27,2018-02-27,2018-02-27,2018-04-27
7773,5286.97,4654790394884560,1,0,100,468,0,5286.97,5286.97,0,0,2018-11-27,2018-11-27,2018-11-27,2019-01-27
8183,4664.13,4314343474402778785,1,0,100,484,0,4664.13,4664.13,0,0,2020-11-15,2020-11-15,2020-11-15,2021-01-15
8157,2353.21,4314343474402778785,1,0,100,484,0,2353.21,2353.21,0,0,2019-02-15,2019-02-15,2019-02-15,2019-04-15
8168,2709.99,4314343474402778785,1,0,100,484,0,2709.99,2709.99,0,0,2019-11-15,2019-11-15,2019-11-15,2020-01-15
8173,4251.58,4314343474402778785,1,0,100,484,2437.44858813282,6689.02858813282,6689.02858813282,0,0,2020-02-15,2020-02-15,2020-02-15,2020-04-15
8185,1988.87,4314343474402778785,1,0,100,484,0,1988.87,1988.87,0,0,2021-01-15,2021-01-15,2021-01-15,2021-03-15
8148,322.36,4314343474402778785,1,0,100,484,0,322.36,322.36,0,0,2018-06-15,2018-06-15,2018-06-15,2018-08-15
8186,2521.38,4314343474402778785,1,0,100,484,0,2521.38,2521.38,0,0,2021-02-15,2021-02-15,2021-02-15,2021-04-15
