ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
206-23-1620,Cheryl,Ingram,F,4577 Johnson Drives,Brighton|CO|80602|39.9636|-104.9072|73471,"Editor, commissioning",adults_50up_female_urban,4821,35,4821,Email,1963-06-08,59
405-01-0233,April,Stephens,F,629 Allison Lakes Suite 152,Parker|CO|80134|39.4895|-104.8447|84861,Recruitment consultant,adults_50up_female_urban,11331,70,11023,Email,1968-12-14,53
813-46-7799,Loretta,King,F,93106 Mata Trail,Longmont|CO|80503|40.1559|-105.1624|117461,Barrister,adults_50up_female_urban,2335,66,2335,Email,1958-03-28,64
435-61-2041,Traci,Campos,F,4839 Finley Junction,Colorado Springs|CO|80927|38.9286|-104.6583|525713,"Accountant, chartered",adults_50up_female_urban,1169,18,1169,Email,1965-01-24,57
273-04-9602,Nicole,Parker,F,602 Jackson Shoals Suite 987,Greeley|CO|80631|40.385|-104.6806|101464,Financial risk analyst,adults_50up_female_urban,1610,68,1610,Email,1966-04-23,56
738-62-4833,Diana,Marshall,F,86678 Cheryl Mountain,Colorado Springs|CO|80915|38.8558|-104.7134|525713,Biomedical engineer,adults_50up_female_urban,12750,21,12442,Email,1964-05-25,58
453-40-3087,Ariana,Weaver,F,4108 Michael Crescent Apt. 011,Parker|CO|80138|39.5102|-104.7216|84861,Geophysicist/field seismologist,adults_50up_female_urban,2478,48,2478,Email,1964-05-24,58
638-69-4311,Maria,Salazar,F,3053 Austin Mews,Brighton|CO|80601|39.943|-104.7866|73471,Airline pilot,adults_50up_female_urban,2995,35,2995,Email,1965-06-15,57
194-23-9227,Cindy,Morrow,F,547 Smith Terrace,Denver|CO|80260|39.8672|-105.0041|990452,"Therapist, art",adults_50up_female_urban,473,1,473,Email,1963-09-25,58
033-32-6584,Virginia,Snyder,F,180 Matthew Land Suite 818,Fort Collins|CO|80521|40.5813|-105.1039|175625,"Therapist, sports",adults_50up_female_urban,11371,37,11063,Email,1965-11-04,56
711-47-7485,Joyce,Thomas,F,8579 Angelica Grove,Colorado Springs|CO|80922|38.905|-104.6982|525713,"Engineer, civil (consulting)",adults_50up_female_urban,2177,24,2177,Email,1966-05-30,56
356-44-6349,Anna,Bell,F,61226 Hannah Port,Denver|CO|80203|39.7313|-104.9811|990452,"Surveyor, hydrographic",adults_50up_female_urban,1930,38,1930,Email,1958-02-21,64
677-37-0824,Natalie,Campbell,F,2127 Martinez Estate,Castle Rock|CO|80109|39.3643|-104.9014|67419,Operations geologist,adults_50up_female_urban,1194,17,1194,Email,1963-06-14,59
362-10-2614,Amy,Cook,F,363 Pamela Cove,Aurora|CO|80016|39.6012|-104.7394|389246,"Engineer, automotive",young_adults_female_urban,1529,43,1529,Email,1996-06-20,26
443-51-8475,Sally,Hahn,F,8770 Flores Cove Apt. 360,Westminster|CO|80031|39.8753|-105.0345|49261,Student,young_adults_female_urban,131,53,131,Email,2001-01-31,21
586-02-4536,Christine,Stevens,F,4560 Savannah Row,Denver|CO|80222|39.671|-104.9279|990452,Student,young_adults_female_urban,3104,4,3104,Email,2006-01-04,16
886-64-5391,Kayla,Martinez,F,966 Connor Drive,Denver|CO|80236|39.6535|-105.0376|990452,Student,young_adults_female_urban,2921,64,2921,Email,2000-12-20,21
128-16-4663,Amy,Johnson,F,2702 Morton Bridge Apt. 940,Denver|CO|80210|39.679|-104.9631|990452,Student,young_adults_female_urban,1039,70,1039,Email,2004-10-11,17
580-57-8649,Kelly,Preston,F,5776 Jones Ways Apt. 384,Denver|CO|80224|39.688|-104.9108|990452,Pathologist,young_adults_female_urban,3415,54,3415,Email,1997-09-30,24
629-14-9819,Jeffrey,Cooper,M,4860 Kevin Fort Apt. 387,Aurora|CO|80015|39.6255|-104.7874|389246,Lawyer,adults_2550_male_urban,4472,74,4472,Mailer,1989-07-25,33
298-39-9779,Ronnie,Perry,M,488 Clarence Mountain,Colorado Springs|CO|80923|38.9189|-104.7045|525713,"Engineer, land",adults_2550_male_urban,132,36,132,Mailer,1977-01-26,45
849-87-7606,Dalton,Smith,M,970 Amy Estate Suite 403,Denver|CO|80249|39.7783|-104.7556|990452,"Nurse, children's",adults_2550_male_urban,339,1,339,Mailer,1990-07-30,32
438-69-5449,Jimmy,Brown,M,259 Chavez Vista,Longmont|CO|80501|40.1779|-105.101|117461,Primary school teacher,adults_2550_male_urban,2388,42,2388,Mailer,1995-07-29,27
791-14-2441,Matthew,Lopez,M,66254 Ryan Fields Apt. 472,Fort Collins|CO|80526|40.5473|-105.1076|175625,Research scientist (maths),adults_2550_male_urban,4555,52,4555,Mailer,1984-08-07,38
567-36-8250,Antonio,Taylor,M,269 Haney Island Suite 460,Brighton|CO|80602|39.9636|-104.9072|73471,"Horticulturist, commercial",adults_2550_male_urban,4532,39,4532,Mailer,1977-10-09,44
560-21-9805,William,Martin,M,649 Hudson Lights Suite 991,Loveland|CO|80537|40.3849|-105.0916|82751,"Education officer, environmental",adults_2550_male_urban,13095,76,12787,Mailer,1974-03-16,48
333-13-6511,James,Richards,M,470 Washington Ports,Boulder|CO|80310|40.0878|-105.3735|120932,Learning mentor,adults_2550_male_urban,2779,29,2779,Mailer,1972-05-04,50
044-61-1563,Joe,Jones,M,59059 Bell Junctions Suite 153,Denver|CO|80233|39.9015|-104.9407|990452,"Runner, broadcasting/film/video",adults_2550_male_urban,3567,1,3567,Mailer,1972-03-09,50
886-86-5339,Stephen,Morton,M,2203 Lewis Lodge,Denver|CO|80235|39.6472|-105.0795|990452,"Scientist, forensic",adults_2550_male_urban,4507,1,4507,Mailer,1994-08-03,28
066-80-8700,Samuel,Golden,M,3383 Murphy Fords Suite 527,Fountain|CO|80817|38.6996|-104.7005|27311,"Therapist, speech and language",adults_2550_male_urban,3667,70,3667,Mailer,1995-09-18,27
408-72-9941,Brendan,Jones,M,8327 Leslie Spring,Denver|CO|80206|39.7331|-104.9524|990452,Occupational hygienist,adults_2550_male_urban,1345,32,1345,Mailer,1992-05-22,30
599-32-4023,Jason,Hart,M,2322 Gonzalez Port Suite 344,Aurora|CO|80019|39.7656|-104.7069|389246,Adult guidance worker,adults_2550_male_urban,374,26,374,Mailer,1991-06-14,31
417-64-4913,James,Cooke,M,49422 Dixon Causeway,Denver|CO|80207|39.7584|-104.9177|990452,Freight forwarder,adults_2550_male_urban,3259,71,3259,Mailer,1974-10-15,47
427-16-8055,Andrew,Mcmahon,M,02311 Madden Estates,Greeley|CO|80631|40.385|-104.6806|101464,Chartered public finance accountant,adults_2550_male_urban,3115,72,3115,Mailer,1985-11-30,36
390-38-8800,Joel,Williams,M,01780 Perez Avenue Apt. 150,Colorado Springs|CO|80917|38.886|-104.7399|525713,Production manager,adults_2550_male_urban,3267,61,3267,Mailer,1975-08-26,47
200-34-8478,Matthew,Skinner,M,54729 Melissa Ramp,Vail|CO|81657|39.6512|-106.3234|5581,Radio broadcast assistant,adults_2550_male_urban,984,20,984,Mailer,1973-07-03,49
746-24-5599,Joseph,Gardner,M,29250 Patrick Creek,Denver|CO|80247|39.6971|-104.8819|990452,Counsellor,adults_2550_male_urban,12802,1,12494,Mailer,1993-08-12,29
263-92-4128,Steve,Sharp,M,5121 Richard Ways,Denver|CO|80226|39.7123|-105.0918|990452,Editorial assistant,adults_2550_male_urban,1067,1,1067,Mailer,1976-05-14,46
282-08-3139,John,Montes,M,7731 Bryan Square,Denver|CO|80204|39.734|-105.0259|990452,Speech and language therapist,adults_2550_male_urban,2845,7,2845,Mailer,1976-09-02,46
733-32-0081,Peter,Parker,M,543 Tammy Flats,Allenspark|CO|80510|40.2268|-105.5201|420,Environmental manager,adults_50up_male_rural,5911,14,5911,Mailer,1959-10-03,62
438-19-2435,James,Wang,M,635 Curtis Corners Suite 454,Boulder|CO|80303|39.9914|-105.2392|120932,Information systems manager,adults_50up_male_urban,694,29,694,Mailer,1960-02-28,62
014-97-0826,Charles,Rogers,M,77481 Kim Road Apt. 894,Westminster|CO|80031|39.8753|-105.0345|49261,Quantity surveyor,adults_50up_male_urban,2117,53,2117,Mailer,1969-02-28,53
765-16-2569,William,Gordon,M,69189 Johnson Plains,Littleton|CO|80125|39.4845|-105.0561|320420,"Engineer, water",adults_50up_male_urban,4701,22,4701,Mailer,1965-06-28,57
565-33-8617,Robert,Scott,M,915 Diane Greens Suite 188,Colorado Springs|CO|80905|38.8377|-104.837|525713,Dealer,adults_50up_male_urban,3735,18,3735,Mailer,1962-01-17,60
496-60-6526,Edward,Graves,M,95569 Heather Curve Apt. 820,Arvada|CO|80004|39.8141|-105.1177|122111,Child psychotherapist,adults_50up_male_urban,2782,31,2782,Mailer,1964-09-13,58
210-02-0388,Timothy,George,M,497 Jennifer Underpass Apt. 166,Louisville|CO|80027|39.9789|-105.1456|31034,Armed forces operational officer,adults_50up_male_urban,3671,10,3671,Mailer,1967-07-16,55
757-04-6196,Raymond,Walker,M,93898 Heather Lake Apt. 098,Boulder|CO|80305|39.9807|-105.2531|120932,Estate agent,adults_50up_male_urban,2532,29,2532,Mailer,1961-05-09,61
287-67-8118,Adrian,Silva,M,7463 Rivera Overpass Apt. 252,Denver|CO|80231|39.6793|-104.8843|990452,Horticultural consultant,adults_50up_male_urban,305,46,305,Mailer,1962-06-08,60
642-48-5961,Lee,Turner,M,13182 Samuel Mount,Castle Rock|CO|80104|39.3926|-104.8602|67419,English as a foreign language teacher,adults_50up_male_urban,4190,17,4190,Mailer,1966-11-17,55
436-66-9507,Nicholas,Fischer,M,5933 Gilbert Manors Suite 179,Golden|CO|80403|39.8232|-105.2825|57589,Retired,adults_50up_male_urban,1886,34,1886,Mailer,1944-04-07,78
167-86-6456,Jeff,Evans,M,721 Shaw Manor Suite 165,Littleton|CO|80124|39.5506|-104.8972|320420,Arts development officer,adults_50up_male_urban,13201,31,12893,Mailer,1961-05-17,61
496-05-0884,Andrew,Jones,M,93362 Haney Well Suite 713,Commerce City|CO|80022|39.8259|-104.9113|42699,Sub,adults_50up_male_urban,597,55,597,Mailer,1967-02-22,55
863-07-7009,Nicolas,Nunez,M,704 Shawn Square Apt. 406,Fort Collins|CO|80526|40.5473|-105.1076|175625,Police officer,adults_50up_male_urban,537,1,537,Mailer,1959-01-16,63
611-92-5428,Donald,Camacho,M,7566 Barber Trace Suite 395,Denver|CO|80224|39.688|-104.9108|990452,Production engineer,adults_50up_male_urban,4457,1,4457,Mailer,1967-01-17,55
345-50-3343,Robert,Dixon,M,987 Moore Islands Apt. 662,Denver|CO|80247|39.6971|-104.8819|990452,"Scientist, product/process development",adults_50up_male_urban,2626,1,2626,Mailer,1964-02-14,58
725-73-5739,Jeffrey,Smith,M,067 Sonya Fields,Denver|CO|80231|39.6793|-104.8843|990452,Fish farm manager,young_adults_male_urban,719,46,719,Mailer,1998-08-09,24
345-97-7080,Richard,Caldwell,M,8474 Sarah Union,Denver|CO|80239|39.7878|-104.8288|990452,Automotive engineer,young_adults_male_urban,3636,46,3636,Mailer,2002-05-19,20
235-31-0908,John,Johnson,M,587 Tapia Plain,Denver|CO|80212|39.7683|-105.0493|990452,Student,young_adults_male_urban,8217,69,8217,Mailer,2002-08-02,20
328-23-9987,Christopher,Ritter,M,723 Isaac Pine Apt. 252,Littleton|CO|80130|39.5414|-104.9218|320420,Health and safety adviser,young_adults_male_urban,2650,75,2650,Mailer,1999-03-05,23
540-36-1949,Jason,Dawson,M,6095 Armstrong Expressway Suite 757,Denver|CO|80249|39.7783|-104.7556|990452,Student,young_adults_male_urban,4764,54,4764,Mailer,2003-10-15,18
020-52-1509,Jonathan,Douglas,M,5328 Rubio Isle Apt. 736,Denver|CO|80235|39.6472|-105.0795|990452,Student,young_adults_male_urban,9457,46,9149,Mailer,2002-09-26,19
548-04-5839,Joseph,Johnson,M,704 Jones Vista Apt. 533,Denver|CO|80224|39.688|-104.9108|990452,Physiotherapist,young_adults_male_urban,3615,1,3615,Mailer,1998-07-04,24
022-01-1133,Matthew,Boyle,M,974 Kristina Fords Suite 507,Denver|CO|80229|39.8671|-104.9227|990452,Student,young_adults_male_urban,1211,1,1211,Mailer,2002-07-14,20
312-67-4145,Juan,Watts,M,3419 Travis Tunnel Suite 553,Parker|CO|80138|39.5102|-104.7216|84861,Student,young_adults_male_urban,6789,57,6789,Mailer,2003-03-26,19
716-66-6857,Jonathan,Floyd,M,6423 Wyatt Isle,Denver|CO|80224|39.688|-104.9108|990452,Theatre director,young_adults_male_urban,2277,1,2277,Mailer,2003-03-25,19
738-96-6545,Marcus,Campos,M,24637 Barron Glens,Denver|CO|80216|39.7835|-104.9669|990452,Student,young_adults_male_urban,2125,71,2125,Mailer,1999-04-12,23
256-48-2067,Marc,Cox,M,063 Kimberly Keys,Broomfield|CO|80020|39.9245|-105.0609|92337,Student,young_adults_male_urban,1754,57,1754,Mailer,2003-05-29,19
526-76-6004,Brian,Johnson,M,1014 Hall Curve,Colorado Springs|CO|80924|38.9676|-104.7211|525713,Student,young_adults_male_urban,12144,2,11836,Mailer,2004-11-23,17
070-58-9183,Melissa,Ingram,F,2808 Scott Road Apt. 871,Canon City|CO|81212|38.4451|-105.2178|29742,"Programmer, multimedia",adults_2550_female_urban,326,27,326,Mailer,1991-09-18,31
684-89-4332,Marissa,Boyer,F,49080 Harris Track,Denver|CO|80236|39.6535|-105.0376|990452,Health and safety adviser,adults_2550_female_urban,5263,1,5263,Mailer,1986-02-27,36
365-46-7857,Autumn,Aguilar,F,561 Todd Streets Suite 374,Denver|CO|80260|39.8672|-105.0041|990452,TEFL teacher,adults_2550_female_urban,2469,54,2469,Mailer,1981-09-10,41
080-67-6244,Laura,Patterson,F,10360 Felicia Stream,Longmont|CO|80503|40.1559|-105.1624|117461,Multimedia programmer,adults_2550_female_urban,3201,66,3201,Mailer,1977-08-06,45
615-10-5113,Tamara,Parker,F,265 Campbell Ridges,Denver|CO|80203|39.7313|-104.9811|990452,Analytical chemist,adults_2550_female_urban,4258,44,4258,Mailer,1990-05-11,32
511-88-6881,Lori,Jackson,F,2003 Allen Spurs Suite 298,Denver|CO|80221|39.838|-104.9988|990452,Archaeologist,adults_2550_female_urban,4546,23,4546,Mailer,1975-04-20,47
780-43-0351,Rebecca,Bullock,F,141 Barnes Freeway Apt. 196,Colorado Springs|CO|80924|38.9676|-104.7211|525713,Visual merchandiser,adults_2550_female_urban,2490,61,2490,Mailer,1985-03-26,37
870-25-0127,Samantha,Wilcox,F,43361 Church Springs Apt. 929,Pueblo|CO|81003|38.2843|-104.6234|151815,"Psychotherapist, dance movement",adults_2550_female_urban,2644,6,2644,Mailer,1988-03-23,34
182-59-0823,Becky,Pineda,F,02868 William Trail,Colorado Springs|CO|80905|38.8377|-104.837|525713,"Engineer, control and instrumentation",adults_2550_female_urban,3858,18,3858,Mailer,1972-06-14,50
473-15-8186,Tanya,Hill,F,8297 Peck Prairie Suite 046,Aurora|CO|80013|39.6575|-104.7846|389246,Public relations account executive,adults_2550_female_urban,999,74,999,Mailer,1990-09-01,32
521-94-2314,Haley,Kim,F,4512 Jamie Glens Apt. 224,Aurora|CO|80013|39.6575|-104.7846|389246,Environmental education officer,adults_2550_female_urban,2154,60,2154,Mailer,1981-11-28,40
867-43-7544,Patricia,Wilson,F,4011 Hector Lodge Apt. 119,Denver|CO|80215|39.7435|-105.1009|990452,Proofreader,adults_2550_female_urban,238,6,238,Mailer,1985-11-28,36
041-92-0172,Nancy,Bryan,F,4089 Williams Roads,Colorado Springs|CO|80905|38.8377|-104.837|525713,Sales executive,adults_2550_female_urban,3084,23,3084,Mailer,1975-08-24,47
140-84-3604,Emily,Foley,F,231 Gina Mount,Denver|CO|80238|39.7388|-104.4083|990452,Industrial/product designer,adults_2550_female_urban,466,1,466,Mailer,1971-11-19,50
084-72-2954,Colleen,Dunlap,F,0145 Brown Circle,Denver|CO|80209|39.7074|-104.9686|990452,Podiatrist,adults_2550_female_urban,4231,1,4231,Mailer,1983-08-08,39
402-34-4715,Stephanie,Knight,F,96344 Lindsey Prairie,Denver|CO|80231|39.6793|-104.8843|990452,Astronomer,adults_2550_female_urban,4833,30,4833,Mailer,1995-02-28,27
330-46-1866,Kelly,Munoz,F,678 Jones Gardens,Lafayette|CO|80026|39.998|-105.0963|26378,"Horticulturist, amenity",adults_2550_female_urban,3130,19,3130,Mailer,1979-05-31,43
457-64-3692,Megan,Smith,F,57743 Tiffany Mill Apt. 949,Brighton|CO|80601|39.943|-104.7866|73471,"Engineer, agricultural",adults_2550_female_urban,5333,39,5333,Mailer,1991-05-29,31
153-13-0626,Candice,Archer,F,508 Scott Well,Greeley|CO|80634|40.4109|-104.7541|101464,Conference centre manager,adults_2550_female_urban,2063,68,2063,Mailer,1974-09-26,47
769-84-2075,Pamela,Wood,F,9728 Martinez Crescent Suite 662,Littleton|CO|80129|39.5397|-105.0109|320420,Paediatric nurse,adults_2550_female_urban,12643,69,12335,Mailer,1986-07-20,36
664-96-3399,Marissa,Watkins,F,90878 Whitney Lodge,Fountain|CO|80817|38.6996|-104.7005|27311,"Engineer, water",adults_2550_female_urban,8295,15,8295,Mailer,1975-01-23,47
221-70-0408,Kelly,Castro,F,991 Christina Lodge Apt. 045,Littleton|CO|80121|39.6111|-104.9532|320420,Operations geologist,adults_2550_female_urban,5200,33,5200,Mailer,1984-04-23,38
788-81-7973,Bailey,Williams,F,2476 Kennedy Ways,Denver|CO|80235|39.6472|-105.0795|990452,Fine artist,adults_2550_female_urban,1380,44,1380,Mailer,1977-07-29,45
689-70-6829,Michelle,Henderson,F,107 Horne Forges Apt. 506,Denver|CO|80204|39.734|-105.0259|990452,"Therapist, sports",adults_2550_female_urban,3056,38,3056,Mailer,1983-01-16,39
094-51-2973,Jennifer,Sosa,F,253 Robinson Estate Apt. 767,Denver|CO|80260|39.8672|-105.0041|990452,"Surveyor, building",adults_2550_female_urban,7855,7,7855,Mailer,1988-01-30,34
752-30-5067,Bailey,Miller,F,11113 Miller Locks,Denver|CO|80206|39.7331|-104.9524|990452,Accounting technician,adults_2550_female_urban,1690,46,1690,Mailer,1971-08-17,51
849-30-7568,Melissa,Walker,F,234 Walker Lock Apt. 557,Loveland|CO|80537|40.3849|-105.0916|82751,"Engineer, materials",adults_2550_female_urban,2951,76,2951,Mailer,1974-08-31,48
325-39-4738,Kristy,Knight,F,128 Charles Creek Suite 786,Denver|CO|80239|39.7878|-104.8288|990452,Forensic scientist,adults_2550_female_urban,4832,56,4832,Mailer,1981-01-09,41
348-30-4715,Diana,Chapman,F,12861 Lewis Coves Apt. 621,Fort Collins|CO|80526|40.5473|-105.1076|175625,"Conservator, furniture",adults_50up_female_urban,1242,73,1242,Mailer,1968-08-21,54
205-78-0304,Lauren,Steele,F,6277 David Valleys,Canon City|CO|81212|38.4451|-105.2178|29742,Agricultural consultant,adults_50up_female_urban,798,27,798,Mailer,1964-02-12,58
590-72-0462,Melissa,Gould,F,1139 Ryan Divide,Colorado Springs|CO|80916|38.8076|-104.7403|525713,Orthoptist,adults_50up_female_urban,3638,49,3638,Mailer,1967-12-11,54
158-28-1835,Alexandra,Holmes,F,214 Duran Mount,Fountain|CO|80817|38.6996|-104.7005|27311,Control and instrumentation engineer,adults_50up_female_urban,1165,15,1165,Mailer,1966-10-02,55
888-86-3356,Emily,Jones,F,690 Marc Prairie,Fountain|CO|80817|38.6996|-104.7005|27311,Production engineer,adults_50up_female_urban,3583,15,3583,Mailer,1966-09-09,56
159-33-4020,Pamela,Bond,F,0766 Hayden Garden Suite 010,Colorado Springs|CO|80911|38.7457|-104.7223|525713,"Psychologist, forensic",adults_50up_female_urban,2235,14,2235,Mailer,1964-04-20,58
884-50-4115,Madison,Gonzalez,F,787 Shannon Rapids Apt. 468,Denver|CO|80249|39.7783|-104.7556|990452,Student,young_adults_female_urban,2971,1,2971,Mailer,2001-12-03,20
807-90-7635,Jacqueline,Carpenter,F,1654 Stafford Spur Suite 063,Denver|CO|80241|39.9274|-104.9548|990452,Student,young_adults_female_urban,2475,44,2475,Mailer,2006-02-02,16
008-75-4116,Tracy,Dudley,F,02519 Mason Branch,Golden|CO|80401|39.7305|-105.1915|57589,Engineering geologist,young_adults_female_urban,6567,5,6567,Mailer,2002-11-21,19
383-02-1746,Emily,Galloway,F,22890 Roth Highway Suite 646,Colorado Springs|CO|80904|38.8533|-104.8595|525713,Student,young_adults_female_urban,3102,61,3102,Mailer,2003-02-16,19
431-41-4175,Christina,Dennis,F,15041 Sarah Locks Suite 410,Colorado Springs|CO|80903|38.8388|-104.8145|525713,Student,young_adults_female_urban,3627,18,3627,Mailer,2005-06-08,17
463-90-1082,Monique,Taylor,F,29879 Sarah Locks Suite 044,Denver|CO|80228|39.6888|-105.156|990452,Student,young_adults_female_urban,1390,59,1390,Mailer,2003-05-27,19
649-39-8572,Laura,Phillips,F,0835 Jones Plaza Suite 322,Littleton|CO|80126|39.5437|-104.9691|320420,"Engineer, building services",young_adults_female_urban,584,33,584,Mailer,2000-05-13,22
573-55-8541,Jennifer,Wagner,F,3083 Simpson Pine Suite 223,Denver|CO|80230|39.7218|-104.8951|990452,Student,young_adults_female_urban,1999,74,1999,Mailer,2006-02-10,16
810-40-9817,Melanie,Nelson,F,8360 Cathy Port Apt. 999,Littleton|CO|80124|39.5506|-104.8972|320420,Student,young_adults_female_urban,8506,69,8506,Mailer,2003-12-25,18
864-51-0954,Alexa,Hoffman,F,4780 Sparks Drive,Aurora|CO|80017|39.6948|-104.7881|389246,Student,young_adults_female_urban,1819,43,1819,Mailer,2003-04-20,19
451-15-7234,Shelby,Ross,F,09832 Robert Club,Fort Collins|CO|80524|40.5986|-105.0581|175625,Student,young_adults_female_urban,3082,52,3082,Mailer,2003-10-17,18
288-70-1129,Amy,Rojas,F,049 Stephanie Center,Denver|CO|80232|39.6895|-105.0908|990452,Aid worker,young_adults_female_urban,3590,23,3590,Mailer,2000-09-23,21
063-76-0932,Ashley,Erickson,F,1201 Medina Divide,Pueblo|CO|81003|38.2843|-104.6234|151815,Telecommunications researcher,young_adults_female_urban,1243,11,1243,Mailer,1998-10-05,23
776-28-2903,Shannon,Day,F,1921 Leah Spur,Colorado Springs|CO|80918|38.9129|-104.7734|525713,Student,young_adults_female_urban,51,36,51,Mailer,2003-12-02,18
301-15-8855,Sarah,Roth,F,9744 Martinez Shores Suite 093,Canon City|CO|81212|38.4451|-105.2178|29742,Investment analyst,young_adults_female_urban,273,27,273,Mailer,1996-05-15,26
546-20-1658,Jim,Foster,M,9514 Hardy Walk Apt. 770,Denver|CO|80212|39.7683|-105.0493|990452,Health service manager,adults_2550_male_urban,4078,23,4078,Website,1975-06-04,47
617-91-5688,David,Allen,M,053 Parker Trail,Broomfield|CO|80023|39.9619|-105.0148|92337,Air cabin crew,adults_2550_male_urban,6610,57,6610,Website,1978-06-03,44
559-96-6400,Mark,Foster,M,3461 Shannon Path,Denver|CO|80234|39.9108|-105.0109|990452,"Nurse, adult",adults_2550_male_urban,3378,5,3378,Website,1981-04-21,41
280-59-4385,Michael,House,M,12315 Cynthia Plains Suite 968,Broomfield|CO|80021|39.8854|-105.1139|92337,Veterinary surgeon,adults_2550_male_urban,425,25,425,Website,1972-02-12,50
670-08-2881,Sean,Luna,M,989 Phillips Hills,Aurora|CO|80045|39.7467|-104.8384|389246,Advertising art director,adults_2550_male_urban,11195,58,10887,Website,1977-12-05,44
418-01-7264,Anthony,Benson,M,5663 Miller Haven Apt. 611,Aurora|CO|80015|39.6255|-104.7874|389246,Senior tax professional/tax inspector,adults_2550_male_urban,592,26,592,Website,1989-07-18,33
294-99-6856,George,Mcdowell,M,18642 Jackson Roads,Greeley|CO|80631|40.385|-104.6806|101464,Chief Technology Officer,adults_2550_male_urban,468,72,468,Website,1983-04-27,39
268-40-7597,Bradley,Young,M,810 Timothy Station Suite 252,Fountain|CO|80817|38.6996|-104.7005|27311,Educational psychologist,adults_2550_male_urban,3308,15,3308,Website,1972-02-16,50
757-68-8658,Bobby,Harris,M,415 Gomez Inlet Apt. 470,Denver|CO|80207|39.7584|-104.9177|990452,Production engineer,adults_2550_male_urban,1244,1,1244,Website,1988-05-02,34
526-75-7225,Christopher,Young,M,999 Billy Lights,Parker|CO|80138|39.5102|-104.7216|84861,Consulting civil engineer,adults_2550_male_urban,236,70,236,Website,1985-09-01,37
138-01-6723,Omar,Smith,M,916 David Road Apt. 880,Durango|CO|81301|37.2874|-107.8617|36051,Chartered loss adjuster,adults_2550_male_urban,1461,28,1461,Website,1993-12-21,28
837-57-9911,Parker,Owens,M,6232 Matthew Fork Apt. 504,Littleton|CO|80122|39.5814|-104.9557|320420,Structural engineer,adults_2550_male_urban,2569,69,2569,Website,1972-04-01,50
875-95-2612,Thomas,Boone,M,51944 Elaine Circles Suite 459,Denver|CO|80214|39.7436|-105.0643|990452,Catering manager,adults_2550_male_urban,2929,1,2929,Website,1982-03-10,40
396-53-2291,Brian,Watson,M,73868 Smith Cove,Denver|CO|80212|39.7683|-105.0493|990452,Ceramics designer,adults_2550_male_urban,4333,1,4333,Website,1982-04-20,40
191-45-1985,Michael,Taylor,M,704 Hector Drive Apt. 641,Littleton|CO|80120|39.5994|-105.0044|320420,Financial trader,adults_2550_male_urban,11004,63,10696,Website,1971-11-16,50
695-62-0745,Matthew,Davis,M,59206 Griffin Ways Suite 901,Fort Collins|CO|80521|40.5813|-105.1039|175625,Dietitian,adults_2550_male_urban,503,73,503,Website,1983-07-24,39
672-54-5778,Nicholas,Richards,M,66251 Shaffer Loop,Denver|CO|80260|39.8672|-105.0041|990452,Advertising copywriter,adults_2550_male_urban,688,1,688,Website,1978-05-04,44
780-93-8649,Christopher,Smith,M,27437 Bennett Vista,Englewood|CO|80113|39.6405|-104.9614|99594,Theatre stage manager,adults_2550_male_urban,2374,9,2374,Website,1992-07-27,30
498-68-3091,Edward,Briggs,M,06533 Dennis Skyway,Loveland|CO|80537|40.3849|-105.0916|82751,Financial controller,adults_2550_male_urban,4341,76,4341,Website,1988-05-01,34
300-46-9817,Sean,Lyons,M,05541 Li Oval,Aurora|CO|80019|39.7656|-104.7069|389246,"Surveyor, mining",adults_2550_male_urban,9833,51,9525,Website,1988-09-21,34
389-04-7313,Robert,Reese,M,6228 Matthew Prairie,Denver|CO|80236|39.6535|-105.0376|990452,IT technical support officer,adults_2550_male_urban,4534,38,4534,Website,1978-12-24,43
090-91-7373,Donald,Lopez,M,3744 Rosales Underpass,Longmont|CO|80504|40.1306|-104.9504|117461,Landscape architect,adults_2550_male_urban,1517,66,1517,Website,1980-10-02,41
368-35-3216,James,Landry,M,198 Valdez Prairie Suite 462,Denver|CO|80223|39.7002|-105.0028|990452,Forest/woodland manager,adults_2550_male_urban,2768,1,2768,Website,1988-04-02,34
110-24-7803,Nathan,Johnston,M,810 Chapman Plains,Denver|CO|80219|39.6956|-105.0341|990452,Comptroller,adults_2550_male_urban,6275,13,6275,Website,1980-12-30,41
407-54-7992,Hayden,Johnson,M,285 Spencer Mill Apt. 354,Denver|CO|80226|39.7123|-105.0918|990452,Surgeon,adults_2550_male_urban,3829,59,3829,Website,1996-03-13,26
206-11-6513,Gregory,Shaw,M,50084 Dustin Row,Fort Collins|CO|80528|40.4961|-105.0002|175625,Public relations account executive,adults_2550_male_urban,7195,50,7195,Website,1986-09-11,36
818-62-8001,Derrick,Wilson,M,46449 Phillips Common,Fort Collins|CO|80521|40.5813|-105.1039|175625,Air traffic controller,adults_2550_male_urban,3477,37,3477,Website,1989-08-28,33
631-94-1050,Donald,Smith,M,900 Li Stream Suite 842,Littleton|CO|80123|39.6206|-105.0901|320420,"Surveyor, rural practice",adults_2550_male_urban,3751,33,3751,Website,1990-10-12,31
